vehicle_id,citizen_id,vehicle_number,vehicle_type
VH000642,CID001039,KA37AB3060,Auto
VH000643,CID001040,KA86AB1754,Truck
VH000644,CID001041,KA91AB8780,Car
VH000645,CID001042,KA53AB2005,Bike
VH000646,CID001044,KA67AB4288,Auto
VH000647,CID001045,KA52AB5281,Truck
VH000648,CID001047,KA70AB1823,Auto
VH000649,CID001051,KA07AB3794,Auto
VH000650,CID001052,KA26AB1058,Auto
VH000651,CID001053,KA29AB4453,Bike
VH000652,CID001056,KA84AB2529,Bike
VH000653,CID001057,KA03AB4500,Auto
VH000654,CID001059,KA43AB1419,Bike
VH000655,CID001060,KA62AB7885,Auto
VH000656,CID001061,KA09AB8800,Truck
VH000657,CID001062,KA51AB1814,Auto
VH000658,CID001063,KA60AB4758,Car
VH000659,CID001064,KA79AB9291,Bike
VH000660,CID001065,KA49AB7545,Bike
VH000661,CID001067,KA57AB2888,Auto
VH000662,CID001068,KA85AB7924,Truck
VH000663,CID001073,KA58AB2833,Car
VH000664,CID001074,KA64AB8135,Truck
VH000665,CID001078,KA69AB6463,Bike
VH000666,CID001079,KA31AB6729,Bike
VH000667,CID001083,KA79AB3485,Bike
VH000668,CID001084,KA81AB1864,Truck
VH000669,CID001085,KA08AB3068,Truck
VH000670,CID001088,KA04AB7711,Auto
VH000671,CID001089,KA85AB5307,Bike
VH000672,CID001090,KA98AB5031,Auto
VH000673,CID001096,KA52AB4974,Auto
VH000674,CID001098,KA98AB8478,Bike
VH000675,CID001100,KA88AB5823,Bike
VH000676,CID001103,KA45AB1452,Bike
VH000677,CID001104,KA97AB6226,Truck
VH000678,CID001105,KA97AB8808,Car
VH000679,CID001106,KA58AB5832,Bike
VH000680,CID001107,KA95AB4258,Truck
VH000681,CID001109,KA14AB7602,Bike
VH000682,CID001111,KA01AB5818,Bike
VH000683,CID001116,KA43AB9835,Truck
VH000684,CID001117,KA90AB1039,Bike
VH000685,CID001119,KA44AB1305,Auto
VH000686,CID001121,KA38AB6024,Bike
VH000687,CID001125,KA92AB2356,Truck
VH000688,CID001127,KA97AB5313,Bike
VH000689,CID001128,KA59AB6764,Car
VH000690,CID001129,KA07AB8145,Truck
VH000691,CID001131,KA79AB5307,Truck
VH000692,CID001132,KA68AB6040,Auto
VH000693,CID001133,KA91AB3019,Car
VH000694,CID001135,KA27AB3957,Truck
VH000695,CID001136,KA28AB1498,Truck
VH000696,CID001138,KA44AB3016,Car
VH000697,CID001141,KA88AB5266,Car
VH000698,CID001143,KA11AB1433,Car
VH000699,CID001145,KA59AB9237,Car
VH000700,CID001146,KA19AB5711,Auto
VH000701,CID001147,KA47AB4350,Car
VH000702,CID001149,KA61AB7004,Car
VH000703,CID001151,KA14AB6738,Auto
VH000704,CID001155,KA35AB3373,Truck
VH000705,CID001156,KA28AB6137,Bike
VH000706,CID001157,KA91AB2293,Truck
VH000707,CID001159,KA79AB8239,Car
VH000708,CID001160,KA27AB8525,Auto
VH000709,CID001161,KA54AB2525,Auto
VH000710,CID001163,KA92AB8473,Car
VH000711,CID001165,KA94AB5661,Bike
VH000712,CID001166,KA93AB6967,Bike
VH000713,CID001168,KA90AB7865,Truck
VH000714,CID001169,KA10AB6385,Truck
VH000715,CID001170,KA23AB3862,Auto
VH000716,CID001173,KA58AB8050,Truck
VH000717,CID001174,KA26AB4077,Car
VH000718,CID001177,KA56AB9176,Truck
VH000719,CID001179,KA71AB1406,Car
VH000720,CID001181,KA07AB4187,Bike
VH000721,CID001182,KA84AB6985,Auto
VH000722,CID001183,KA83AB3307,Truck
VH000723,CID001185,KA36AB4687,Truck
VH000724,CID001186,KA15AB2688,Bike
VH000725,CID001187,KA62AB1984,Truck
VH000726,CID001188,KA60AB3754,Auto
VH000727,CID001190,KA23AB9239,Bike
VH000728,CID001191,KA58AB6511,Auto
VH000729,CID001194,KA35AB1437,Car
VH000730,CID001195,KA08AB2451,Car
VH000731,CID001199,KA15AB6589,Car
VH000732,CID001200,KA41AB5308,Bike
VH000733,CID001201,KA48AB7307,Auto
VH000734,CID001202,KA24AB4298,Auto
VH000735,CID001203,KA46AB3811,Bike
VH000736,CID001205,KA27AB1721,Bike
VH000737,CID001207,KA17AB4193,Bike
VH000738,CID001208,KA22AB5528,Car
VH000739,CID001209,KA51AB6644,Auto
VH000740,CID001210,KA01AB7137,Auto
VH000741,CID001212,KA09AB2803,Truck
VH000742,CID001216,KA21AB4991,Truck
VH000743,CID001220,KA97AB3649,Truck
VH000744,CID001221,KA81AB2810,Bike
VH000745,CID001223,KA61AB3856,Auto
VH000746,CID001224,KA47AB4613,Bike
VH000747,CID001225,KA36AB6097,Auto
VH000748,CID001226,KA01AB1551,Car
VH000749,CID001227,KA24AB8669,Car
VH000750,CID001229,KA74AB3149,Truck
VH000751,CID001232,KA88AB4567,Truck
VH000752,CID001233,KA99AB9792,Bike
VH000753,CID001234,KA01AB8570,Auto
VH000754,CID001236,KA74AB3815,Truck
VH000755,CID001237,KA90AB1609,Bike
VH000756,CID001239,KA45AB7460,Bike
VH000757,CID001240,KA14AB1394,Auto
VH000758,CID001241,KA92AB4997,Truck
VH000759,CID001244,KA35AB8148,Truck
VH000760,CID001245,KA02AB5451,Auto
VH000761,CID001246,KA47AB2430,Auto
VH000762,CID001247,KA51AB8619,Bike
VH000763,CID001249,KA75AB7908,Car
VH000764,CID001250,KA85AB5074,Truck
VH000765,CID001251,KA51AB5337,Auto
VH000766,CID001254,KA82AB9268,Car
VH000767,CID001256,KA82AB6269,Car
VH000768,CID001258,KA16AB7524,Bike
VH000769,CID001261,KA61AB4976,Auto
VH000770,CID001262,KA44AB6748,Bike
VH000771,CID001263,KA30AB7731,Bike
VH000772,CID001266,KA35AB8741,Truck
VH000773,CID001267,KA67AB9638,Truck
VH000774,CID001268,KA84AB6387,Truck
VH000775,CID001271,KA60AB2727,Truck
VH000776,CID001272,KA90AB9207,Auto
VH000777,CID001273,KA82AB3309,Bike
VH000778,CID001274,KA01AB4446,Truck
VH000779,CID001276,KA31AB5144,Auto
VH000780,CID001277,KA93AB7453,Bike
VH000781,CID001278,KA70AB2645,Truck
VH000782,CID001280,KA17AB2883,Auto
VH000783,CID001281,KA26AB6929,Truck
VH000784,CID001283,KA31AB9050,Auto
VH000785,CID001284,KA51AB6244,Car
VH000786,CID001286,KA08AB9320,Auto
VH000787,CID001288,KA29AB5946,Truck
VH000788,CID001289,KA19AB1326,Bike
VH000789,CID001291,KA81AB1160,Car
VH000790,CID001296,KA84AB9270,Bike
VH000791,CID001297,KA83AB8541,Auto
VH000792,CID001298,KA71AB2091,Auto
VH000793,CID001299,KA95AB7319,Bike
VH000794,CID001300,KA82AB9414,Car
VH000795,CID001303,KA31AB5567,Bike
VH000796,CID001304,KA36AB8953,Truck
VH000797,CID001305,KA10AB9598,Truck
VH000798,CID001307,KA25AB3245,Truck
VH000799,CID001308,KA88AB2836,Auto
VH000800,CID001311,KA26AB5390,Car
VH000801,CID001312,KA64AB3344,Auto
VH000802,CID001313,KA03AB8949,Truck
VH000803,CID001314,KA57AB8634,Bike
VH000804,CID001315,KA72AB8977,Truck
VH000805,CID001317,KA36AB4754,Auto
VH000806,CID001318,KA75AB2294,Truck
VH000807,CID001320,KA86AB4209,Auto
VH000808,CID001321,KA23AB5751,Car
VH000809,CID001324,KA02AB2469,Car
VH000810,CID001327,KA05AB5481,Bike
VH000811,CID001329,KA71AB2677,Auto
VH000812,CID001330,KA66AB4717,Truck
VH000813,CID001331,KA93AB4680,Auto
VH000814,CID001334,KA90AB9444,Truck
VH000815,CID001335,KA28AB5658,Car
VH000816,CID001336,KA08AB3720,Car
VH000817,CID001339,KA19AB9926,Bike
VH000818,CID001341,KA99AB5285,Bike
VH000819,CID001343,KA18AB5454,Auto
VH000820,CID001344,KA52AB3066,Auto
VH000821,CID001346,KA24AB2333,Car
VH000822,CID001347,KA04AB3452,Auto
VH000823,CID001349,KA61AB1365,Bike
VH000824,CID001351,KA56AB7975,Bike
VH000825,CID001353,KA43AB2297,Truck
VH000826,CID001354,KA08AB1869,Bike
VH000827,CID001355,KA70AB5832,Truck
VH000828,CID001358,KA85AB9957,Auto
VH000829,CID001359,KA79AB7750,Bike
VH000830,CID001361,KA04AB3950,Car
VH000831,CID001362,KA57AB6906,Truck
VH000832,CID001363,KA49AB6855,Auto
VH000833,CID001364,KA94AB8855,Truck
VH000834,CID001365,KA80AB7479,Car
VH000835,CID001368,KA36AB6406,Car
VH000836,CID001369,KA37AB8200,Auto
VH000837,CID001371,KA22AB7453,Auto
VH000838,CID001372,KA98AB7803,Bike
VH000839,CID001374,KA23AB9410,Truck
VH000840,CID001375,KA52AB4006,Auto
VH000841,CID001377,KA87AB2754,Truck
VH000842,CID001379,KA37AB3221,Car
VH000843,CID001380,KA68AB9957,Bike
VH000844,CID001381,KA54AB8658,Truck
VH000845,CID001382,KA66AB1141,Bike
VH000846,CID001384,KA87AB2355,Car
VH000847,CID001385,KA75AB1212,Auto
VH000848,CID001387,KA48AB9558,Truck
VH000849,CID001391,KA12AB5191,Auto
VH000850,CID001392,KA55AB1364,Car
VH000851,CID001397,KA19AB6942,Bike
VH000852,CID001398,KA47AB1057,Auto
VH000853,CID001399,KA17AB9100,Auto
VH000854,CID001400,KA22AB8486,Car
VH000855,CID001401,KA27AB9493,Truck
VH000856,CID001403,KA15AB8748,Bike
VH000857,CID001404,KA17AB3163,Car
VH000858,CID001405,KA32AB4817,Bike
VH000859,CID001406,KA10AB7784,Bike
VH000860,CID001407,KA67AB7317,Car
VH000861,CID001409,KA85AB1738,Truck
VH000862,CID001413,KA30AB3402,Bike
VH000863,CID001415,KA60AB7993,Car
VH000864,CID001416,KA93AB3796,Auto
VH000865,CID001417,KA15AB2477,Truck
VH000866,CID001420,KA52AB3498,Car
VH000867,CID001421,KA43AB7047,Auto
VH000868,CID001422,KA15AB6400,Car
VH000869,CID001423,KA16AB3586,Auto
VH000870,CID001426,KA37AB1427,Car
VH000871,CID001427,KA23AB1077,Car
VH000872,CID001428,KA39AB7864,Truck
VH000873,CID001429,KA35AB1861,Truck
VH000874,CID001430,KA80AB8545,Truck
VH000875,CID001432,KA32AB3903,Auto
VH000876,CID001434,KA14AB4397,Car
VH000877,CID001436,KA11AB8325,Truck
VH000878,CID001437,KA84AB7505,Car
VH000879,CID001438,KA06AB2217,Truck
VH000880,CID001439,KA24AB2704,Bike
VH000881,CID001441,KA29AB2866,Bike
VH000882,CID001442,KA79AB6557,Car
VH000883,CID001443,KA84AB2435,Bike
VH000884,CID001446,KA21AB5017,Truck
VH000885,CID001447,KA01AB4985,Auto
VH000886,CID001450,KA90AB4027,Car
VH000887,CID001452,KA90AB1254,Truck
VH000888,CID001453,KA54AB8203,Auto
VH000889,CID001454,KA32AB8231,Truck
VH000890,CID001455,KA38AB7121,Car
VH000891,CID001456,KA42AB8759,Truck
VH000892,CID001457,KA42AB6413,Bike
VH000893,CID001458,KA07AB8567,Car
VH000894,CID001460,KA14AB4296,Bike
VH000895,CID001461,KA89AB6209,Truck
VH000896,CID001462,KA49AB3445,Auto
VH000897,CID001465,KA53AB3929,Auto
VH000898,CID001466,KA18AB6256,Truck
VH000899,CID001468,KA99AB8159,Car
VH000900,CID001470,KA08AB1022,Truck
VH000901,CID001472,KA33AB5420,Truck
VH000902,CID001479,KA84AB5554,Truck
VH000903,CID001480,KA10AB7604,Car
VH000904,CID001481,KA90AB2141,Car
VH000905,CID001482,KA82AB7015,Auto
VH000906,CID001484,KA75AB5215,Auto
VH000907,CID001488,KA47AB9619,Auto
VH000908,CID001489,KA98AB2592,Truck
VH000909,CID001490,KA55AB9750,Bike
VH000910,CID001492,KA96AB2809,Truck
VH000911,CID001493,KA35AB3496,Bike
VH000912,CID001496,KA72AB2449,Auto
VH000913,CID001497,KA69AB7741,Auto
VH000914,CID001498,KA73AB9551,Car
VH000915,CID001499,KA54AB3743,Car
VH000916,CID001501,KA02AB3261,Car
VH000917,CID001502,KA43AB9810,Bike
VH000918,CID001503,KA08AB8006,Bike
VH000919,CID001505,KA32AB4945,Bike
VH000920,CID001509,KA25AB2274,Bike
VH000921,CID001510,KA08AB2529,Bike
VH000922,CID001511,KA57AB7603,Truck
VH000923,CID001512,KA69AB8874,Truck
VH000924,CID001514,KA70AB7062,Bike
VH000925,CID001515,KA32AB6268,Truck
VH000926,CID001516,KA73AB5046,Car
VH000927,CID001517,KA23AB9610,Auto
VH000928,CID001518,KA04AB6625,Bike
VH000929,CID001519,KA45AB2027,Bike
VH000930,CID001521,KA95AB8613,Car
VH000931,CID001522,KA24AB2771,Car
VH000932,CID001523,KA36AB2586,Auto
VH000933,CID001524,KA07AB9794,Car
VH000934,CID001526,KA52AB9814,Truck
VH000935,CID001527,KA01AB6899,Truck
VH000936,CID001528,KA11AB1447,Bike
VH000937,CID001529,KA81AB9685,Bike
VH000938,CID001533,KA60AB3166,Truck
VH000939,CID001534,KA67AB8670,Truck
VH000940,CID001536,KA09AB7712,Car
VH000941,CID001537,KA81AB2207,Truck
VH000942,CID001539,KA55AB1228,Auto
VH000943,CID001540,KA01AB4155,Bike
VH000944,CID001542,KA43AB6087,Car
VH000945,CID001543,KA14AB2762,Auto
VH000946,CID001544,KA25AB9004,Car
VH000947,CID001545,KA04AB8373,Auto
VH000948,CID001546,KA59AB5139,Truck
VH000949,CID001547,KA99AB4452,Truck
VH000950,CID001550,KA97AB7717,Truck
VH000951,CID001552,KA35AB5565,Truck
VH000952,CID001556,KA45AB9869,Car
VH000953,CID001558,KA10AB7719,Auto
VH000954,CID001559,KA67AB3425,Auto
VH000955,CID001560,KA10AB3885,Car
VH000956,CID001561,KA50AB4509,Bike
VH000957,CID001564,KA70AB1572,Auto
VH000958,CID001565,KA51AB6438,Car
VH000959,CID001567,KA53AB6961,Bike
VH000960,CID001568,KA36AB7499,Bike
VH000961,CID001571,KA85AB6845,Auto
VH000962,CID001572,KA98AB8914,Auto
VH000963,CID001574,KA90AB6292,Truck
VH000964,CID001575,KA59AB2037,Car
VH000965,CID001577,KA40AB1511,Bike
VH000966,CID001579,KA55AB5014,Car
VH000967,CID001583,KA86AB7928,Bike
VH000968,CID001584,KA42AB6295,Truck
VH000969,CID001588,KA78AB8145,Bike
VH000970,CID001590,KA10AB2997,Truck
VH000971,CID001591,KA02AB6725,Auto
VH000972,CID001592,KA74AB2827,Auto
VH000973,CID001593,KA54AB5129,Auto
VH000974,CID001594,KA31AB4885,Truck
VH000975,CID001597,KA28AB3948,Car
VH000976,CID001598,KA82AB7545,Bike
VH000977,CID001600,KA78AB1519,Bike
VH000978,CID001602,KA42AB4749,Auto
VH000979,CID001603,KA24AB7309,Car
VH000980,CID001607,KA77AB1836,Truck
VH000981,CID001608,KA83AB1173,Auto
VH000982,CID001610,KA01AB7232,Truck
VH000983,CID001612,KA50AB8096,Auto
VH000984,CID001613,KA68AB1842,Bike
VH000985,CID001615,KA68AB9233,Truck
VH000986,CID001617,KA58AB8599,Auto
VH000987,CID001618,KA51AB7938,Bike
VH000988,CID001619,KA24AB4798,Car
VH000989,CID001620,KA79AB9639,Truck
VH000990,CID001621,KA73AB4647,Truck
VH000991,CID001622,KA77AB6558,Auto
VH000992,CID001623,KA73AB1218,Auto
VH000993,CID001624,KA71AB4152,Auto
VH000994,CID001625,KA27AB1438,Truck
VH000995,CID001628,KA30AB9220,Car
VH000996,CID001629,KA36AB4689,Bike
VH000997,CID001632,KA80AB7757,Truck
VH000998,CID001634,KA27AB2514,Car
VH000999,CID001636,KA48AB8350,Truck
VH001000,CID001638,KA75AB1755,Truck
VH001001,CID001640,KA46AB8030,Truck
VH001002,CID001641,KA14AB8476,Auto
VH001003,CID001642,KA83AB8995,Bike
VH001004,CID001643,KA60AB7280,Truck
VH001005,CID001645,KA63AB3995,Auto
VH001006,CID001646,KA71AB9465,Bike
VH001007,CID001647,KA25AB4337,Bike
VH001008,CID001649,KA51AB8193,Truck
VH001009,CID001650,KA39AB1216,Car
VH001010,CID001652,KA75AB2272,Truck
VH001011,CID001653,KA75AB7426,Car
VH001012,CID001655,KA75AB6533,Bike
VH001013,CID001657,KA73AB3478,Truck
VH001014,CID001658,KA50AB6575,Truck
VH001015,CID001660,KA38AB9944,Auto
VH001016,CID001661,KA93AB3426,Truck
VH001017,CID001664,KA10AB4810,Car
VH001018,CID001665,KA83AB5630,Bike
VH001019,CID001667,KA55AB4400,Auto
VH001020,CID001669,KA95AB3536,Truck
VH001021,CID001671,KA65AB1852,Car
VH001022,CID001672,KA76AB9733,Auto
VH001023,CID001675,KA89AB2670,Car
VH001024,CID001676,KA33AB9143,Auto
VH001025,CID001677,KA51AB5599,Truck
VH001026,CID001678,KA85AB6545,Car
VH001027,CID001679,KA33AB7561,Bike
VH001028,CID001680,KA85AB5714,Auto
VH001029,CID001681,KA73AB6814,Car
VH001030,CID001682,KA04AB1422,Bike
VH001031,CID001684,KA61AB1261,Truck
VH001032,CID001686,KA72AB7294,Bike
VH001033,CID001687,KA96AB9365,Truck
VH001034,CID001688,KA58AB1504,Auto
VH001035,CID001689,KA88AB4360,Car
VH001036,CID001691,KA44AB1699,Auto
VH001037,CID001694,KA60AB9026,Car
VH001038,CID001699,KA18AB2201,Truck
VH001039,CID001701,KA38AB1927,Car
VH001040,CID001704,KA45AB9969,Car
VH001041,CID001705,KA76AB4022,Auto
VH001042,CID001706,KA54AB4130,Bike
VH001043,CID001707,KA66AB9880,Auto
VH001044,CID001709,KA43AB3747,Truck
VH001045,CID001713,KA61AB6569,Auto
VH001046,CID001714,KA10AB7808,Truck
VH001047,CID001717,KA38AB8373,Bike
VH001048,CID001718,KA36AB3072,Bike
VH001049,CID001721,KA67AB7289,Auto
VH001050,CID001723,KA07AB3593,Bike
VH001051,CID001726,KA28AB7291,Truck
VH001052,CID001729,KA02AB5130,Bike
VH001053,CID001730,KA51AB4874,Truck
VH001054,CID001732,KA87AB7177,Car
VH001055,CID001733,KA12AB3177,Car
VH001056,CID001735,KA27AB6647,Truck
VH001057,CID001736,KA65AB3733,Bike
VH001058,CID001738,KA27AB2934,Auto
VH001059,CID001739,KA78AB4621,Auto
VH001060,CID001741,KA01AB5828,Bike
VH001061,CID001743,KA28AB5719,Auto
VH001062,CID001745,KA09AB8527,Auto
VH001063,CID001746,KA59AB1836,Truck
VH001064,CID001748,KA12AB3212,Bike
VH001065,CID001750,KA10AB6853,Car
VH001066,CID001752,KA39AB2757,Car
VH001067,CID001753,KA68AB4032,Bike
VH001068,CID001754,KA44AB7789,Truck
VH001069,CID001755,KA05AB6542,Bike
VH001070,CID001756,KA51AB5418,Car
VH001071,CID001757,KA76AB9547,Car
VH001072,CID001758,KA92AB1372,Car
VH001073,CID001759,KA15AB3446,Car
VH001074,CID001763,KA28AB5658,Car
VH001075,CID001765,KA89AB6600,Bike
VH001076,CID001767,KA03AB9124,Truck
VH001077,CID001770,KA99AB2635,Car
VH001078,CID001771,KA37AB6111,Car
VH001079,CID001773,KA99AB8712,Auto
VH001080,CID001774,KA43AB8349,Bike
VH001081,CID001775,KA84AB3468,Car
VH001082,CID001777,KA51AB9088,Car
VH001083,CID001779,KA89AB3706,Bike
VH001084,CID001780,KA80AB5404,Truck
VH001085,CID001781,KA70AB5982,Auto
VH001086,CID001782,KA75AB7311,Truck
VH001087,CID001783,KA30AB4942,Car
VH001088,CID001785,KA41AB6593,Auto
VH001089,CID001786,KA49AB9441,Car
VH001090,CID001787,KA86AB6125,Bike
VH001091,CID001788,KA49AB8313,Car
VH001092,CID001789,KA06AB7415,Bike
VH001093,CID001790,KA69AB4181,Car
VH001094,CID001792,KA83AB8255,Truck
VH001095,CID001793,KA81AB2485,Bike
VH001096,CID001794,KA76AB8716,Bike
VH001097,CID001798,KA73AB5729,Car
VH001098,CID001799,KA04AB7874,Auto
VH001099,CID001800,KA18AB9426,Bike
VH001100,CID001801,KA94AB3678,Bike
VH001101,CID001804,KA51AB1092,Truck
VH001102,CID001805,KA02AB8520,Auto
VH001103,CID001806,KA69AB9818,Truck
VH001104,CID001807,KA42AB4879,Bike
VH001105,CID001809,KA78AB7598,Car
VH001106,CID001810,KA94AB9083,Car
VH001107,CID001811,KA32AB3520,Bike
VH001108,CID001817,KA58AB4649,Bike
VH001109,CID001818,KA44AB9341,Auto
VH001110,CID001819,KA81AB6281,Truck
VH001111,CID001820,KA17AB2744,Truck
VH001112,CID001821,KA72AB2180,Bike
VH001113,CID001822,KA09AB7810,Car
VH001114,CID001823,KA63AB2691,Auto
VH001115,CID001824,KA99AB5859,Bike
VH001116,CID001825,KA31AB2261,Bike
VH001117,CID001826,KA80AB4312,Auto
VH001118,CID001828,KA90AB8217,Auto
VH001119,CID001829,KA04AB7444,Bike
VH001120,CID001830,KA87AB9731,Bike
VH001121,CID001832,KA10AB7022,Truck
VH001122,CID001838,KA14AB5551,Auto
VH001123,CID001839,KA91AB7015,Bike
VH001124,CID001844,KA30AB8203,Bike
VH001125,CID001845,KA33AB8666,Auto
VH001126,CID001846,KA15AB4817,Auto
VH001127,CID001848,KA52AB9234,Bike
VH001128,CID001852,KA64AB5777,Truck
VH001129,CID001854,KA13AB4854,Car
VH001130,CID001855,KA41AB7007,Auto
VH001131,CID001856,KA08AB2721,Bike
VH001132,CID001857,KA26AB7981,Bike
VH001133,CID001859,KA65AB8766,Car
VH001134,CID001860,KA11AB1287,Auto
VH001135,CID001865,KA02AB3205,Bike
VH001136,CID001866,KA12AB4206,Truck
VH001137,CID001867,KA11AB2630,Car
VH001138,CID001868,KA16AB4006,Truck
VH001139,CID001870,KA16AB8887,Car
VH001140,CID001872,KA87AB5242,Car
VH001141,CID001874,KA77AB2814,Truck
VH001142,CID001875,KA91AB3895,Auto
VH001143,CID001876,KA86AB2196,Auto
VH001144,CID001877,KA14AB1188,Car
VH001145,CID001879,KA19AB2861,Truck
VH001146,CID001880,KA99AB7989,Car
VH001147,CID001881,KA56AB3411,Auto
VH001148,CID001886,KA57AB2803,Bike
VH001149,CID001888,KA85AB6514,Truck
VH001150,CID001889,KA78AB5817,Truck
VH001151,CID001890,KA48AB1955,Bike
VH001152,CID001891,KA52AB7797,Truck
VH001153,CID001892,KA62AB2322,Auto
VH001154,CID001893,KA15AB8895,Auto
VH001155,CID001894,KA29AB4310,Car
VH001156,CID001897,KA84AB8420,Car
VH001157,CID001898,KA91AB3242,Auto
VH001158,CID001901,KA34AB8190,Auto
VH001159,CID001902,KA01AB1996,Car
VH001160,CID001904,KA19AB6833,Car
VH001161,CID001906,KA63AB5528,Bike
VH001162,CID001908,KA76AB6385,Bike
VH001163,CID001910,KA16AB2559,Auto
VH001164,CID001911,KA59AB7155,Bike
VH001165,CID001912,KA03AB3615,Bike
VH001166,CID001915,KA39AB3262,Bike
VH001167,CID001920,KA73AB4400,Truck
VH001168,CID001921,KA46AB2649,Truck
VH001169,CID001926,KA91AB6188,Car
VH001170,CID001927,KA08AB5883,Bike
VH001171,CID001928,KA85AB2559,Car
VH001172,CID001931,KA71AB4435,Bike
VH001173,CID001932,KA99AB5710,Car
VH001174,CID001936,KA91AB9903,Truck
VH001175,CID001937,KA58AB1554,Bike
VH001176,CID001938,KA93AB3308,Auto
VH001177,CID001939,KA64AB4525,Bike
VH001178,CID001940,KA82AB1841,Auto
VH001179,CID001942,KA55AB9575,Bike
VH001180,CID001943,KA39AB7200,Truck
VH001181,CID001944,KA81AB2649,Bike
VH001182,CID001945,KA31AB1124,Truck
VH001183,CID001946,KA51AB6236,Bike
VH001184,CID001947,KA01AB4153,Auto
VH001185,CID001950,KA60AB5557,Auto
VH001186,CID001952,KA33AB1437,Auto
VH001187,CID001956,KA94AB2401,Truck
VH001188,CID001957,KA69AB9736,Auto
VH001189,CID001958,KA06AB9464,Bike
VH001190,CID001959,KA86AB4452,Bike
VH001191,CID001962,KA39AB8847,Auto
VH001192,CID001963,KA06AB3004,Car
VH001193,CID001965,KA82AB9363,Car
VH001194,CID001966,KA36AB8908,Truck
VH001195,CID001967,KA98AB1229,Truck
VH001196,CID001968,KA93AB1181,Bike
VH001197,CID001969,KA43AB2584,Truck
VH001198,CID001972,KA53AB4653,Auto
VH001199,CID001973,KA18AB8111,Truck
VH001200,CID001974,KA18AB4033,Bike
VH001201,CID001975,KA19AB3155,Bike
VH001202,CID001976,KA60AB1128,Truck
VH001203,CID001978,KA63AB2755,Truck
VH001204,CID001979,KA47AB9209,Car
VH001205,CID001981,KA88AB1927,Truck
VH001206,CID001982,KA48AB3845,Auto
VH001207,CID001983,KA23AB3167,Bike
VH001208,CID001984,KA84AB1631,Auto
VH001209,CID001985,KA14AB2701,Auto
VH001210,CID001988,KA50AB3212,Bike
VH001211,CID001989,KA80AB8520,Car
VH001212,CID001990,KA72AB5513,Bike
VH001213,CID001993,KA44AB6608,Bike
VH001214,CID001994,KA03AB9214,Auto
VH001215,CID002001,KA41AB4731,Auto
VH001216,CID002002,KA59AB6478,Bike
VH001217,CID002004,KA13AB5716,Truck
VH001218,CID002005,KA12AB4741,Truck
VH001219,CID002007,KA84AB6710,Car
VH001220,CID002009,KA67AB1169,Car
VH001221,CID002010,KA10AB4178,Bike
VH001222,CID002011,KA50AB6624,Auto
VH001223,CID002014,KA96AB6485,Auto
VH001224,CID002016,KA12AB5018,Bike
VH001225,CID002018,KA18AB4242,Auto
VH001226,CID002019,KA99AB8215,Auto
VH001227,CID002023,KA40AB7066,Car
VH001228,CID002024,KA21AB4319,Auto
VH001229,CID002025,KA61AB5807,Auto
VH001230,CID002026,KA35AB3845,Car
VH001231,CID002027,KA21AB4170,Car
VH001232,CID002028,KA51AB4430,Truck
VH001233,CID002029,KA01AB8627,Car
VH001234,CID002032,KA15AB5739,Bike
VH001235,CID002033,KA09AB9498,Bike
VH001236,CID002034,KA17AB7731,Truck
VH001237,CID002035,KA17AB9194,Bike
VH001238,CID002037,KA81AB9949,Auto
VH001239,CID002040,KA24AB8561,Truck
VH001240,CID002041,KA62AB8322,Auto
VH001241,CID002043,KA65AB1499,Car
VH001242,CID002044,KA75AB2667,Bike
VH001243,CID002045,KA08AB6293,Car
VH001244,CID002051,KA67AB7546,Bike
VH001245,CID002052,KA20AB9109,Truck
VH001246,CID002053,KA13AB3187,Bike
VH001247,CID002054,KA02AB6035,Bike
VH001248,CID002055,KA71AB6249,Bike
VH001249,CID002057,KA19AB5002,Bike
VH001250,CID002058,KA97AB4259,Truck
VH001251,CID002059,KA59AB8310,Truck
VH001252,CID002060,KA46AB8834,Truck
VH001253,CID002062,KA57AB6964,Bike
VH001254,CID002063,KA12AB4555,Car
VH001255,CID002064,KA79AB2386,Bike
VH001256,CID002065,KA46AB7422,Truck
VH001257,CID002067,KA09AB5058,Auto
VH001258,CID002068,KA39AB6191,Car
VH001259,CID002070,KA85AB8139,Truck
VH001260,CID002072,KA65AB1022,Car
VH001261,CID002073,KA28AB9743,Truck
VH001262,CID002077,KA61AB7603,Car
VH001263,CID002079,KA99AB1446,Truck
VH001264,CID002084,KA08AB1160,Bike
VH001265,CID002085,KA65AB7956,Bike
VH001266,CID002086,KA23AB2880,Auto
VH001267,CID002087,KA84AB7678,Auto
VH001268,CID002089,KA06AB4918,Truck
VH001269,CID002091,KA12AB9624,Auto
VH001270,CID002092,KA21AB4733,Car
VH001271,CID002095,KA94AB8642,Bike
VH001272,CID002097,KA56AB3843,Bike
VH001273,CID002098,KA83AB3055,Auto
VH001274,CID002099,KA64AB4284,Bike
VH001275,CID002100,KA14AB9452,Auto
VH001276,CID002101,KA39AB8153,Bike
VH001277,CID002102,KA82AB8963,Truck
VH001278,CID002103,KA19AB1360,Bike
VH001279,CID002104,KA66AB5073,Truck
VH001280,CID002106,KA77AB9294,Truck
VH001281,CID002107,KA45AB5697,Car
VH001282,CID002108,KA67AB8488,Auto
