evidence_id,case_id,evidence_type,description,status,collected_by
EV000257,CASE006334,Mobile Phone,Nobis corrupti officiis tenetur occaecati nam accusamus repellat.,Verified,OFF00463
EV000258,CASE001308,SIM Card,Inventore modi ullam magnam tenetur quas.,Collected,OFF00279
EV000259,CASE002558,Mobile Phone,Error sint libero perferendis libero ipsam excepturi ad vitae necessitatibus.,Collected,OFF00332
EV000260,CASE009833,Bank Statement,Perferendis impedit unde sequi eveniet explicabo optio totam doloremque laborum.,Pending Analysis,OFF00422
EV000261,CASE005004,WhatsApp Chat,Nam vitae sed facilis et.,Sent to FSL,OFF00340
EV000262,CASE002444,Vehicle,A numquam dolore et commodi.,Collected,OFF00031
EV000263,CASE004457,Photo,Necessitatibus deserunt perferendis quaerat aliquid nulla.,Sent to FSL,OFF00214
EV000264,CASE003599,Call Records,Sit dolorem error dignissimos rem culpa.,Verified,OFF00227
EV000265,CASE002363,Passport,Nisi voluptates molestias distinctio quibusdam delectus quos.,Collected,OFF00130
EV000266,CASE007277,Call Records,Voluptatibus amet voluptas dolorem beatae odit esse maxime totam.,Sent to FSL,OFF00012
EV000267,CASE007145,Photo,Non quam hic quos mollitia quia voluptas ea ea.,Sent to FSL,OFF00369
EV000268,CASE005812,SIM Card,Iure ea ipsam id dolor deserunt.,Collected,OFF00495
EV000269,CASE001186,Laptop,Distinctio expedita quibusdam debitis corrupti.,Verified,OFF00273
EV000270,CASE001306,Photo,Totam id id velit quo quasi ipsa.,Pending Analysis,OFF00435
EV000271,CASE005765,Bank Statement,Vel est consequatur distinctio saepe.,Collected,OFF00400
EV000272,CASE008652,CCTV Footage,Repellat beatae maxime nemo alias.,Sent to FSL,OFF00308
EV000273,CASE007812,Driving License,Quam labore ipsa adipisci quia tempore occaecati nisi beatae rerum repellendus.,Sent to FSL,OFF00144
EV000274,CASE003022,SIM Card,Pariatur voluptas quod dignissimos expedita.,Verified,OFF00039
EV000275,CASE007530,Bank Statement,Ratione iste distinctio veritatis eveniet dolorem quae.,Pending Analysis,OFF00451
EV000276,CASE005130,Call Records,Possimus aliquid sapiente corrupti ad cum recusandae.,Sent to FSL,OFF00159
EV000277,CASE002338,Fingerprint,Odit est sint non nulla corrupti eligendi aliquid dignissimos natus.,Collected,OFF00094
EV000278,CASE006869,Laptop,Laboriosam accusamus nam enim impedit eveniet.,Pending Analysis,OFF00463
EV000279,CASE004393,DNA Sample,Aliquam sapiente impedit soluta nemo vero.,Verified,OFF00088
EV000280,CASE008895,Mobile Phone,Deserunt deleniti autem iusto magni dignissimos quaerat ipsam maxime.,Verified,OFF00373
EV000281,CASE008718,Bank Statement,Ipsam numquam culpa fugiat rem nulla labore dolor nihil a.,Sent to FSL,OFF00366
EV000282,CASE004631,Bank Statement,Rerum id sit laborum quidem distinctio illum.,Sent to FSL,OFF00337
EV000283,CASE007688,Bank Statement,Corporis unde blanditiis veniam atque reiciendis quisquam labore explicabo.,Sent to FSL,OFF00027
EV000284,CASE001362,Laptop,Quia nihil mollitia vero incidunt natus quod maxime optio.,Pending Analysis,OFF00407
EV000285,CASE007716,Fingerprint,Ea possimus totam enim doloremque enim saepe blanditiis asperiores dolorem deserunt.,Verified,OFF00204
EV000286,CASE000617,Mobile Phone,Fugit voluptate quam doloribus magni animi fugit fugit id maxime necessitatibus.,Verified,OFF00378
EV000287,CASE000149,CCTV Footage,Vel perferendis pariatur qui dolorum maxime accusantium officiis quas atque.,Verified,OFF00482
EV000288,CASE005567,Mobile Phone,Ut blanditiis veniam amet magni inventore quia nam.,Collected,OFF00029
EV000289,CASE009018,Driving License,A autem nostrum ipsam cumque.,Pending Analysis,OFF00220
EV000290,CASE009997,Bank Statement,Harum praesentium repellendus vero autem.,Sent to FSL,OFF00347
EV000291,CASE006675,Fingerprint,A sed nobis distinctio fugiat fugit quod unde atque non.,Collected,OFF00185
EV000292,CASE005195,Photo,Ratione cum consectetur possimus distinctio voluptates ex architecto iusto.,Pending Analysis,OFF00449
EV000293,CASE002865,Vehicle,Dignissimos ratione voluptas distinctio rem accusamus porro facere officiis numquam ut.,Verified,OFF00027
EV000294,CASE009972,Call Records,Sunt dicta distinctio rerum pariatur fuga nesciunt laborum quidem magni.,Collected,OFF00242
EV000295,CASE007280,Bank Statement,Eveniet ut cum fugit blanditiis id vero sapiente repudiandae.,Collected,OFF00185
EV000296,CASE006095,WhatsApp Chat,Eveniet at ratione enim architecto culpa earum sapiente quisquam ullam fugiat.,Collected,OFF00470
EV000297,CASE008346,Photo,Laborum pariatur ullam ipsam quia cupiditate est.,Sent to FSL,OFF00070
EV000298,CASE005801,Photo,Nemo laboriosam quidem ut voluptas.,Sent to FSL,OFF00395
EV000299,CASE005481,Call Records,Pariatur nostrum eveniet inventore enim voluptatum deserunt enim maiores.,Pending Analysis,OFF00412
EV000300,CASE009399,Mobile Phone,Dolores exercitationem ipsa doloremque animi corporis.,Pending Analysis,OFF00167
EV000301,CASE001100,Call Records,A sint nisi iusto explicabo consequuntur a vitae vitae minima.,Collected,OFF00378
EV000302,CASE003665,DNA Sample,Iure fugit nesciunt odit neque.,Verified,OFF00202
EV000303,CASE000016,WhatsApp Chat,Fuga esse adipisci quam blanditiis nihil aperiam rem.,Collected,OFF00023
EV000304,CASE007691,DNA Sample,Vero saepe adipisci vitae repudiandae.,Pending Analysis,OFF00499
EV000305,CASE008222,Fingerprint,Et sequi non nihil minus quos tenetur aspernatur.,Verified,OFF00275
EV000306,CASE003845,Photo,Qui nulla velit id ratione eaque quaerat saepe.,Sent to FSL,OFF00253
EV000307,CASE003940,Mobile Phone,Necessitatibus itaque doloremque vitae expedita quis laborum explicabo.,Pending Analysis,OFF00207
EV000308,CASE002681,Fingerprint,Impedit fugiat iure cumque voluptates accusantium deleniti praesentium sapiente illo ipsa.,Collected,OFF00390
EV000309,CASE001541,WhatsApp Chat,Odio officia fugit tempore vitae sunt nisi eius.,Collected,OFF00326
EV000310,CASE009670,Driving License,Vel placeat optio suscipit debitis magnam dolores quibusdam.,Pending Analysis,OFF00040
EV000311,CASE008464,Fingerprint,Sed sed eaque sunt commodi similique architecto praesentium quo.,Collected,OFF00268
EV000312,CASE000435,Bank Statement,Veniam earum saepe ipsum commodi iste accusantium excepturi iure repellat.,Pending Analysis,OFF00105
EV000313,CASE005019,Passport,Vitae rerum culpa placeat aut cum.,Pending Analysis,OFF00404
EV000314,CASE002592,WhatsApp Chat,Nulla facere ex dolores iusto.,Sent to FSL,OFF00200
EV000315,CASE007921,Fingerprint,Rem incidunt voluptates sunt voluptate libero.,Verified,OFF00416
EV000316,CASE001074,Laptop,Delectus blanditiis illum earum ducimus tenetur assumenda.,Pending Analysis,OFF00216
EV000317,CASE003657,Call Records,Unde excepturi adipisci suscipit sequi nihil.,Pending Analysis,OFF00102
EV000318,CASE008500,DNA Sample,Earum sint at saepe aut ab minima occaecati.,Pending Analysis,OFF00347
EV000319,CASE004132,Driving License,Natus atque reprehenderit molestiae molestias ad libero.,Sent to FSL,OFF00172
EV000320,CASE001211,DNA Sample,Repudiandae dolor ab ipsa distinctio natus placeat.,Pending Analysis,OFF00316
EV000321,CASE006203,Bank Statement,Voluptas qui eos sunt perferendis.,Verified,OFF00066
EV000322,CASE001814,Call Records,Voluptatem earum nesciunt iste quia veritatis repellat cupiditate.,Verified,OFF00334
EV000323,CASE006256,Laptop,Distinctio esse vitae minus alias ab adipisci esse.,Verified,OFF00103
EV000324,CASE003077,WhatsApp Chat,Nobis modi eligendi dolorum repellendus eum laboriosam vero ipsa.,Collected,OFF00023
EV000325,CASE005025,Weapon,Reiciendis officiis pariatur corrupti corrupti molestiae harum.,Verified,OFF00410
EV000326,CASE006417,Vehicle,Dignissimos enim aspernatur corporis voluptatem autem autem eius totam.,Pending Analysis,OFF00330
EV000327,CASE008651,Vehicle,Incidunt quam quis magni dolorem nisi quia consequatur quaerat.,Verified,OFF00434
EV000328,CASE006840,Bank Statement,Nam voluptatum voluptatem quae iste incidunt vero dolores optio.,Sent to FSL,OFF00250
EV000329,CASE003882,DNA Sample,Nemo sit repellendus perspiciatis praesentium debitis inventore veniam minima.,Verified,OFF00295
EV000330,CASE003423,Fingerprint,Odio debitis cum voluptas sequi similique eligendi quam reprehenderit earum.,Collected,OFF00459
EV000331,CASE004590,Fingerprint,Architecto eum vitae expedita consectetur ad quasi.,Sent to FSL,OFF00469
EV000332,CASE006405,Video,Maiores vero alias nesciunt voluptatum in facilis dicta ipsam.,Collected,OFF00060
EV000333,CASE004794,WhatsApp Chat,Eaque velit consequuntur consequuntur accusamus earum eum officiis tempore eius.,Sent to FSL,OFF00454
EV000334,CASE001471,CCTV Footage,Repudiandae doloribus exercitationem non similique nostrum eos pariatur aliquam culpa.,Verified,OFF00086
EV000335,CASE004742,Video,Voluptatem nam facilis explicabo illum autem repellendus.,Collected,OFF00253
EV000336,CASE000692,Bank Statement,Accusamus quasi quae at praesentium dicta quo beatae.,Collected,OFF00491
EV000337,CASE001632,DNA Sample,Mollitia magni totam est architecto.,Pending Analysis,OFF00459
EV000338,CASE006715,CCTV Footage,Incidunt repellendus facilis eaque veritatis soluta id voluptatibus ad.,Verified,OFF00281
EV000339,CASE001219,Fingerprint,Ratione rerum aliquam expedita tempore rerum excepturi quo id.,Collected,OFF00040
EV000340,CASE001864,Weapon,Aliquid suscipit repellat neque facilis tempora.,Sent to FSL,OFF00385
EV000341,CASE007943,SIM Card,Consequuntur animi quasi aspernatur accusantium.,Sent to FSL,OFF00327
EV000342,CASE004802,CCTV Footage,Est vel perspiciatis blanditiis cumque.,Collected,OFF00272
EV000343,CASE001152,Call Records,Sapiente in ipsam odio veniam.,Pending Analysis,OFF00141
EV000344,CASE007975,Call Records,Eius qui officia dicta optio similique.,Verified,OFF00465
EV000345,CASE006890,Vehicle,Sunt veritatis natus delectus excepturi harum facilis harum.,Verified,OFF00297
EV000346,CASE001949,Bank Statement,Iste reprehenderit in illum aspernatur.,Pending Analysis,OFF00006
EV000347,CASE002824,Laptop,Modi explicabo eveniet cum numquam.,Sent to FSL,OFF00257
EV000348,CASE007020,DNA Sample,Ab facilis quas illo laborum a laboriosam vel.,Sent to FSL,OFF00219
EV000349,CASE003606,Bank Statement,Quo sapiente quis voluptates accusantium ratione consequuntur non.,Sent to FSL,OFF00179
EV000350,CASE003875,Passport,In nesciunt dignissimos sint dolorum.,Verified,OFF00405
EV000351,CASE000428,Fingerprint,Inventore similique voluptatum cumque consequuntur maxime distinctio autem.,Sent to FSL,OFF00253
EV000352,CASE004900,SIM Card,Dolorem tenetur quidem tenetur expedita quisquam deleniti debitis.,Pending Analysis,OFF00063
EV000353,CASE004970,Bank Statement,Quia perferendis commodi necessitatibus esse qui.,Collected,OFF00480
EV000354,CASE008387,Video,Quae dicta eos illum eius nihil nulla incidunt.,Pending Analysis,OFF00415
EV000355,CASE009548,Fingerprint,Sed fugit architecto qui quae cumque voluptates.,Sent to FSL,OFF00143
EV000356,CASE003165,Video,Libero tenetur accusantium ex reprehenderit dignissimos rem voluptas corrupti corrupti.,Sent to FSL,OFF00049
EV000357,CASE006475,DNA Sample,Fugit nobis voluptatem ex omnis quisquam veniam perspiciatis.,Collected,OFF00102
EV000358,CASE001059,SIM Card,Magnam nesciunt architecto repudiandae eius esse sit recusandae est deserunt.,Pending Analysis,OFF00284
EV000359,CASE009061,Photo,In maiores sequi placeat ab eum facere.,Verified,OFF00227
EV000360,CASE005165,Vehicle,Corrupti accusamus ducimus magnam officia.,Sent to FSL,OFF00273
EV000361,CASE006826,Bank Statement,Rerum tempora provident dicta error voluptas rerum ab quae.,Collected,OFF00360
EV000362,CASE009012,WhatsApp Chat,Esse explicabo facere recusandae.,Sent to FSL,OFF00031
EV000363,CASE000869,Passport,Sequi explicabo fuga esse eligendi quaerat culpa deserunt magnam.,Pending Analysis,OFF00220
EV000364,CASE006447,Photo,Amet nemo corporis expedita similique.,Verified,OFF00325
EV000365,CASE003826,DNA Sample,Deserunt ullam corporis eligendi porro ea maiores deserunt odit occaecati.,Collected,OFF00374
EV000366,CASE001905,Call Records,Deserunt neque nulla libero maxime maiores dicta impedit eius alias.,Sent to FSL,OFF00071
EV000367,CASE008216,Fingerprint,Officiis iusto facere distinctio animi quisquam atque odio.,Pending Analysis,OFF00056
EV000368,CASE007681,Fingerprint,Autem odio vel accusamus repellat doloremque.,Sent to FSL,OFF00137
EV000369,CASE002783,Driving License,Aliquam deleniti atque accusantium incidunt.,Collected,OFF00450
EV000370,CASE008826,Photo,Tempora nisi excepturi reiciendis distinctio nulla libero.,Collected,OFF00498
EV000371,CASE008656,Call Records,Veritatis quo ab ipsam ipsum veritatis dolore a neque omnis.,Verified,OFF00293
EV000372,CASE006432,WhatsApp Chat,Quod incidunt explicabo at minus assumenda odit repellendus quo aspernatur.,Verified,OFF00164
EV000373,CASE009200,Passport,Nemo facere doloremque laudantium aliquid.,Collected,OFF00237
EV000374,CASE005720,SIM Card,Perspiciatis vero cum adipisci expedita sequi praesentium pariatur.,Sent to FSL,OFF00239
EV000375,CASE002446,DNA Sample,Cumque earum facere cumque esse accusamus cupiditate quam dignissimos unde earum.,Collected,OFF00083
EV000376,CASE001346,Mobile Phone,Ab velit expedita praesentium consequuntur asperiores dolorum ipsa debitis iure.,Sent to FSL,OFF00079
EV000377,CASE001594,Weapon,Cum sunt aspernatur in corrupti dignissimos beatae laborum.,Pending Analysis,OFF00447
EV000378,CASE000312,Weapon,Aliquam voluptates eum deserunt iure pariatur fugit.,Collected,OFF00357
EV000379,CASE002969,Weapon,Cum nam quos quae blanditiis laborum.,Collected,OFF00313
EV000380,CASE002569,Fingerprint,Veritatis ad excepturi atque enim eum et magnam vitae.,Sent to FSL,OFF00096
EV000381,CASE001168,Fingerprint,Non debitis blanditiis ratione sit hic.,Verified,OFF00031
EV000382,CASE001119,Call Records,Qui doloremque veritatis nulla esse ducimus laborum nemo illum.,Verified,OFF00161
EV000383,CASE006927,Bank Statement,Magni sunt neque deserunt reiciendis consectetur cumque architecto.,Collected,OFF00405
EV000384,CASE002398,Bank Statement,Quo eius dolorum optio soluta provident assumenda dolorem.,Collected,OFF00171
EV000385,CASE008614,SIM Card,Sunt corporis nihil harum reiciendis molestias deserunt eaque.,Pending Analysis,OFF00106
EV000386,CASE000275,Passport,Alias blanditiis fuga aperiam quibusdam adipisci error delectus beatae.,Verified,OFF00342
EV000387,CASE001099,Laptop,Ipsa deserunt doloremque accusantium est.,Sent to FSL,OFF00442
EV000388,CASE009594,Video,Nesciunt quasi cupiditate veniam praesentium dolore laboriosam.,Sent to FSL,OFF00099
EV000389,CASE005598,CCTV Footage,Quae facilis modi animi velit repellat quae repudiandae.,Sent to FSL,OFF00202
EV000390,CASE002107,Video,Asperiores incidunt dolor numquam error.,Collected,OFF00253
EV000391,CASE002406,Passport,Porro architecto itaque fugit iste.,Sent to FSL,OFF00276
EV000392,CASE004164,Passport,A enim distinctio optio aut asperiores necessitatibus.,Collected,OFF00336
EV000393,CASE008099,Fingerprint,Unde deleniti veritatis ipsam perspiciatis ipsa.,Pending Analysis,OFF00310
EV000394,CASE008050,Bank Statement,Totam voluptatibus odit error quod atque facere.,Verified,OFF00069
EV000395,CASE006068,Video,Numquam ab unde nisi mollitia rem eum odit animi.,Collected,OFF00372
EV000396,CASE004040,Bank Statement,Ullam sunt minus nemo earum ut.,Collected,OFF00231
EV000397,CASE002165,Call Records,Quod omnis quasi tenetur quaerat quam saepe alias corrupti.,Collected,OFF00308
EV000398,CASE007089,Laptop,Sint eaque at vero repellendus culpa facilis aliquid distinctio.,Collected,OFF00087
EV000399,CASE006133,Driving License,Praesentium incidunt quia dicta provident.,Collected,OFF00328
EV000400,CASE004882,Mobile Phone,Quibusdam velit nisi distinctio libero.,Verified,OFF00364
EV000401,CASE000989,Weapon,Inventore placeat laudantium tempora hic similique.,Pending Analysis,OFF00374
EV000402,CASE006374,Bank Statement,Illum est ratione unde beatae.,Collected,OFF00386
EV000403,CASE000685,Photo,Nam voluptatum accusantium ipsa voluptatibus impedit.,Sent to FSL,OFF00187
EV000404,CASE007539,CCTV Footage,Magni et repudiandae harum ipsa modi.,Collected,OFF00483
EV000405,CASE009919,Video,Cupiditate distinctio non veniam explicabo sunt debitis id quis maxime.,Pending Analysis,OFF00493
EV000406,CASE009163,Bank Statement,Consectetur aliquam laboriosam tenetur officiis delectus cupiditate quis odit.,Sent to FSL,OFF00333
EV000407,CASE008001,Fingerprint,Quam ex sequi beatae ducimus pariatur eaque cum officia recusandae.,Pending Analysis,OFF00488
EV000408,CASE007375,Call Records,Porro excepturi tempore minima mollitia.,Verified,OFF00257
EV000409,CASE001144,DNA Sample,Reprehenderit eveniet ipsam maiores doloremque.,Sent to FSL,OFF00134
EV000410,CASE009821,Mobile Phone,Excepturi dignissimos maxime atque nobis nisi perspiciatis nulla nam enim.,Collected,OFF00022
EV000411,CASE006404,Driving License,Quo quo doloribus sint fugit ipsam ratione.,Sent to FSL,OFF00484
EV000412,CASE007871,Driving License,Ipsa in deserunt nemo similique consectetur neque sunt possimus.,Sent to FSL,OFF00289
EV000413,CASE002181,Call Records,Saepe tenetur doloribus esse voluptatum.,Verified,OFF00342
EV000414,CASE007669,SIM Card,Voluptate ipsam ullam totam perferendis earum eveniet magni quaerat eos.,Verified,OFF00322
EV000415,CASE007112,Passport,Sequi ipsum accusantium voluptas dolor doloribus esse quos.,Collected,OFF00341
EV000416,CASE001692,Passport,Cum facilis asperiores ipsa distinctio.,Sent to FSL,OFF00248
