victim_id,case_id,citizen_id,injury_level
VIC000684,CASE005409,CID003945,Minor
VIC000685,CASE008788,CID005347,None
VIC000686,CASE004517,CID002968,None
VIC000687,CASE000211,CID005667,Serious
VIC000688,CASE003790,CID005295,Serious
VIC000689,CASE006116,CID004259,None
VIC000690,CASE009470,CID008220,Minor
VIC000691,CASE000359,CID003561,None
VIC000692,CASE003249,CID003644,Critical
VIC000693,CASE009387,CID000448,Minor
VIC000694,CASE008716,CID009819,Serious
VIC000695,CASE003787,CID001030,Serious
VIC000696,CASE003704,CID003296,Critical
VIC000697,CASE007390,CID005731,Critical
VIC000698,CASE008798,CID007528,Critical
VIC000699,CASE005916,CID001986,None
VIC000700,CASE002067,CID000385,Critical
VIC000701,CASE002389,CID006282,Critical
VIC000702,CASE004977,CID002537,Serious
VIC000703,CASE004278,CID003916,None
VIC000704,CASE005033,CID001711,Minor
VIC000705,CASE007671,CID005039,None
VIC000706,CASE006155,CID009991,Serious
VIC000707,CASE004868,CID007579,Minor
VIC000708,CASE007506,CID004023,Serious
VIC000709,CASE000835,CID001234,Minor
VIC000710,CASE002056,CID007867,Critical
VIC000711,CASE004631,CID007667,Critical
VIC000712,CASE001920,CID005836,Critical
VIC000713,CASE000812,CID002767,Serious
VIC000714,CASE009269,CID003754,Critical
VIC000715,CASE008929,CID008268,None
VIC000716,CASE004870,CID002288,Serious
VIC000717,CASE004096,CID004758,None
VIC000718,CASE002091,CID006714,None
VIC000719,CASE006882,CID000075,Minor
VIC000720,CASE007425,CID004569,None
VIC000721,CASE003548,CID005212,Serious
VIC000722,CASE001088,CID007761,None
VIC000723,CASE003650,CID009274,Critical
VIC000724,CASE000106,CID003406,Serious
VIC000725,CASE005116,CID003059,Minor
VIC000726,CASE005181,CID005641,Minor
VIC000727,CASE005398,CID008009,None
VIC000728,CASE004237,CID000246,None
VIC000729,CASE004058,CID008403,None
VIC000730,CASE009530,CID004609,None
VIC000731,CASE006888,CID002953,Serious
VIC000732,CASE007677,CID001984,None
VIC000733,CASE002434,CID007659,Minor
VIC000734,CASE008816,CID005564,Minor
VIC000735,CASE008292,CID002928,Critical
VIC000736,CASE008206,CID008620,None
VIC000737,CASE008532,CID008489,Serious
VIC000738,CASE003770,CID009060,Serious
VIC000739,CASE001739,CID007880,Critical
VIC000740,CASE009265,CID002132,None
VIC000741,CASE006001,CID000867,None
VIC000742,CASE001042,CID001816,Minor
VIC000743,CASE006248,CID002218,Minor
VIC000744,CASE009143,CID004513,Serious
VIC000745,CASE001385,CID009662,Serious
VIC000746,CASE009287,CID000040,Critical
VIC000747,CASE002617,CID002377,None
VIC000748,CASE004201,CID004219,Critical
VIC000749,CASE007230,CID006815,Critical
VIC000750,CASE006557,CID008854,Serious
VIC000751,CASE006711,CID007261,Critical
VIC000752,CASE005738,CID005585,Critical
VIC000753,CASE005791,CID007529,Minor
VIC000754,CASE000574,CID003922,Serious
VIC000755,CASE001242,CID009088,Serious
VIC000756,CASE001061,CID002963,None
VIC000757,CASE004932,CID006928,Minor
VIC000758,CASE002984,CID003673,Serious
VIC000759,CASE009625,CID000685,Critical
VIC000760,CASE002908,CID001563,Serious
VIC000761,CASE005794,CID001312,None
VIC000762,CASE007591,CID006880,Critical
VIC000763,CASE005528,CID000509,Serious
VIC000764,CASE008630,CID007896,Serious
VIC000765,CASE001006,CID001017,None
VIC000766,CASE000874,CID001332,Serious
VIC000767,CASE000753,CID001749,Minor
VIC000768,CASE009246,CID001567,Critical
VIC000769,CASE001943,CID004390,None
VIC000770,CASE001687,CID005113,Critical
VIC000771,CASE006615,CID001006,Minor
VIC000772,CASE008910,CID009622,Minor
VIC000773,CASE004029,CID000653,Serious
VIC000774,CASE005302,CID004035,Serious
VIC000775,CASE003594,CID003705,Critical
VIC000776,CASE009195,CID001980,Minor
VIC000777,CASE008086,CID000606,Minor
VIC000778,CASE002303,CID003787,Serious
VIC000779,CASE002984,CID000631,Serious
VIC000780,CASE007142,CID003515,Serious
VIC000781,CASE002858,CID001261,Minor
VIC000782,CASE008108,CID007526,Minor
VIC000783,CASE002984,CID000257,Serious
VIC000784,CASE006032,CID006969,Serious
VIC000785,CASE000234,CID001948,Minor
VIC000786,CASE002458,CID004937,None
VIC000787,CASE006610,CID003925,None
VIC000788,CASE007669,CID002338,Minor
VIC000789,CASE002288,CID004268,Minor
VIC000790,CASE000474,CID007405,None
VIC000791,CASE002421,CID001910,Critical
VIC000792,CASE008654,CID000293,Serious
VIC000793,CASE007626,CID007712,Minor
VIC000794,CASE001917,CID007479,Serious
VIC000795,CASE004397,CID009903,Serious
VIC000796,CASE000621,CID001528,None
VIC000797,CASE004686,CID008020,Serious
VIC000798,CASE008207,CID008443,Critical
VIC000799,CASE008538,CID006727,Minor
VIC000800,CASE000194,CID004105,Serious
VIC000801,CASE002524,CID005111,Minor
VIC000802,CASE008936,CID005196,Serious
VIC000803,CASE001381,CID007357,None
VIC000804,CASE005199,CID005122,Minor
VIC000805,CASE000722,CID002525,Serious
VIC000806,CASE004749,CID005402,Minor
VIC000807,CASE000671,CID003647,None
VIC000808,CASE002596,CID005039,Critical
VIC000809,CASE002178,CID005596,Minor
VIC000810,CASE001784,CID009822,Critical
VIC000811,CASE002132,CID000261,Minor
VIC000812,CASE006796,CID007995,Serious
VIC000813,CASE006506,CID006030,None
VIC000814,CASE007149,CID001548,None
VIC000815,CASE007504,CID006488,Serious
VIC000816,CASE007417,CID006766,Critical
VIC000817,CASE002469,CID009859,Serious
VIC000818,CASE006821,CID001963,Serious
VIC000819,CASE006436,CID003616,Serious
VIC000820,CASE003480,CID004224,None
VIC000821,CASE002679,CID002476,None
VIC000822,CASE001997,CID008423,Serious
VIC000823,CASE003971,CID006878,Serious
VIC000824,CASE007770,CID009312,Critical
VIC000825,CASE000529,CID009609,Minor
VIC000826,CASE001023,CID006817,Minor
VIC000827,CASE002449,CID000694,Minor
VIC000828,CASE009025,CID006219,Critical
VIC000829,CASE008107,CID001144,Serious
VIC000830,CASE003128,CID005185,Minor
VIC000831,CASE007679,CID004121,None
VIC000832,CASE001885,CID000556,Critical
VIC000833,CASE008444,CID006873,Serious
VIC000834,CASE004793,CID001844,Critical
VIC000835,CASE003167,CID003719,Critical
VIC000836,CASE006830,CID006013,Serious
VIC000837,CASE004009,CID007471,Serious
VIC000838,CASE002801,CID008374,Critical
VIC000839,CASE000909,CID009075,Minor
VIC000840,CASE005103,CID000091,Serious
VIC000841,CASE000077,CID007290,Serious
VIC000842,CASE004030,CID002423,Critical
VIC000843,CASE004571,CID007896,Minor
VIC000844,CASE001402,CID001501,Serious
VIC000845,CASE009790,CID004457,None
VIC000846,CASE005476,CID005859,None
VIC000847,CASE005233,CID000357,Serious
VIC000848,CASE009923,CID002284,Minor
VIC000849,CASE001989,CID002593,Minor
VIC000850,CASE002052,CID008939,Serious
VIC000851,CASE007555,CID004458,Minor
VIC000852,CASE008729,CID005879,Minor
VIC000853,CASE003429,CID001903,Critical
VIC000854,CASE006164,CID002880,None
VIC000855,CASE008097,CID006333,Minor
VIC000856,CASE004456,CID009956,Critical
VIC000857,CASE001126,CID003987,Serious
VIC000858,CASE005889,CID007030,None
VIC000859,CASE003901,CID009299,Serious
VIC000860,CASE001613,CID005408,Critical
VIC000861,CASE007596,CID007301,Minor
VIC000862,CASE008612,CID001920,Minor
VIC000863,CASE006516,CID009734,None
VIC000864,CASE003413,CID008883,Serious
VIC000865,CASE006150,CID003356,Serious
VIC000866,CASE007894,CID003755,None
VIC000867,CASE001659,CID005221,Serious
VIC000868,CASE009978,CID000667,Serious
VIC000869,CASE000757,CID008291,Minor
VIC000870,CASE001132,CID009435,None
VIC000871,CASE001816,CID000694,None
VIC000872,CASE006217,CID000809,Serious
VIC000873,CASE001624,CID009486,Serious
VIC000874,CASE000832,CID001665,Critical
VIC000875,CASE001110,CID000008,Minor
VIC000876,CASE001052,CID006084,Serious
VIC000877,CASE000945,CID009346,None
VIC000878,CASE006806,CID000023,Critical
VIC000879,CASE003067,CID007810,Critical
VIC000880,CASE002197,CID008822,None
VIC000881,CASE007085,CID004988,Critical
VIC000882,CASE003348,CID006603,Minor
VIC000883,CASE002227,CID002540,Minor
VIC000884,CASE002708,CID006859,Serious
VIC000885,CASE005129,CID001448,None
VIC000886,CASE008602,CID005304,None
VIC000887,CASE006370,CID003527,Critical
VIC000888,CASE007958,CID005398,Minor
VIC000889,CASE005021,CID009248,Serious
VIC000890,CASE002762,CID009657,None
VIC000891,CASE004988,CID006483,Serious
VIC000892,CASE005916,CID009707,Critical
VIC000893,CASE005141,CID007859,Serious
VIC000894,CASE004852,CID003932,Minor
VIC000895,CASE002164,CID007259,None
VIC000896,CASE005286,CID007927,Serious
VIC000897,CASE001887,CID005480,Critical
VIC000898,CASE004246,CID002027,Minor
VIC000899,CASE001555,CID008918,Critical
VIC000900,CASE003904,CID009760,None
VIC000901,CASE009892,CID009911,Minor
VIC000902,CASE003394,CID006537,Critical
VIC000903,CASE000883,CID002124,None
VIC000904,CASE002065,CID006308,None
VIC000905,CASE008616,CID000485,Critical
VIC000906,CASE009002,CID008120,None
VIC000907,CASE008941,CID001295,None
VIC000908,CASE005326,CID009337,Critical
VIC000909,CASE005043,CID009518,None
VIC000910,CASE006147,CID004246,Serious
VIC000911,CASE006126,CID004813,Critical
VIC000912,CASE007297,CID006055,Critical
VIC000913,CASE008901,CID001392,None
VIC000914,CASE004671,CID004061,Critical
VIC000915,CASE004031,CID009519,Critical
VIC000916,CASE007395,CID004624,None
VIC000917,CASE003380,CID009255,None
VIC000918,CASE009507,CID003089,Minor
VIC000919,CASE001881,CID009669,None
VIC000920,CASE006048,CID007512,Serious
VIC000921,CASE003237,CID000264,None
VIC000922,CASE007835,CID006647,None
VIC000923,CASE002055,CID008003,Serious
VIC000924,CASE005211,CID001596,Minor
VIC000925,CASE003317,CID001411,Minor
VIC000926,CASE006652,CID009795,Serious
VIC000927,CASE006773,CID003386,Serious
VIC000928,CASE006508,CID002048,Critical
VIC000929,CASE004911,CID004043,Serious
VIC000930,CASE002651,CID002520,Critical
VIC000931,CASE006819,CID005356,Critical
VIC000932,CASE009403,CID000824,Minor
VIC000933,CASE002893,CID008215,Serious
VIC000934,CASE005982,CID006626,Serious
VIC000935,CASE004502,CID006322,Serious
VIC000936,CASE002316,CID008781,None
VIC000937,CASE008713,CID004803,Critical
VIC000938,CASE008734,CID000351,Critical
VIC000939,CASE009754,CID008691,Critical
VIC000940,CASE001097,CID003599,Critical
VIC000941,CASE007617,CID005797,Critical
VIC000942,CASE005790,CID007262,Serious
VIC000943,CASE009133,CID000560,Critical
VIC000944,CASE003345,CID004250,None
VIC000945,CASE000822,CID001136,Critical
VIC000946,CASE008792,CID004585,Serious
VIC000947,CASE007772,CID004493,Minor
VIC000948,CASE000619,CID000654,Minor
VIC000949,CASE008652,CID005819,None
VIC000950,CASE005199,CID001426,Serious
VIC000951,CASE005566,CID008437,Minor
VIC000952,CASE002105,CID003347,None
VIC000953,CASE007676,CID000085,Serious
VIC000954,CASE005121,CID002936,Serious
VIC000955,CASE003082,CID004003,Minor
VIC000956,CASE003406,CID004805,Critical
VIC000957,CASE008111,CID002804,Serious
VIC000958,CASE007501,CID002124,None
VIC000959,CASE003269,CID009944,Critical
VIC000960,CASE005950,CID006173,Serious
VIC000961,CASE009332,CID002988,Serious
VIC000962,CASE009943,CID004071,Serious
VIC000963,CASE000094,CID004952,Serious
VIC000964,CASE004186,CID005709,Critical
VIC000965,CASE001214,CID007417,Critical
VIC000966,CASE007313,CID003394,Serious
VIC000967,CASE008818,CID003249,Serious
VIC000968,CASE007266,CID000925,Minor
VIC000969,CASE005297,CID003193,Minor
VIC000970,CASE009858,CID004746,Critical
VIC000971,CASE008995,CID008377,Critical
VIC000972,CASE009384,CID005783,Serious
VIC000973,CASE008094,CID004629,None
VIC000974,CASE009883,CID000018,Critical
VIC000975,CASE001378,CID009631,Serious
VIC000976,CASE003963,CID002936,None
VIC000977,CASE009486,CID001728,None
VIC000978,CASE000370,CID001548,Serious
VIC000979,CASE008543,CID000963,None
VIC000980,CASE004724,CID001176,Critical
VIC000981,CASE001076,CID009739,Critical
VIC000982,CASE001588,CID001083,Critical
VIC000983,CASE000124,CID005298,Minor
VIC000984,CASE007149,CID005205,Minor
VIC000985,CASE008433,CID003297,Critical
VIC000986,CASE009692,CID003620,Critical
VIC000987,CASE007038,CID003256,None
VIC000988,CASE009185,CID004720,Minor
VIC000989,CASE006629,CID002849,None
VIC000990,CASE001814,CID003840,None
VIC000991,CASE007203,CID007745,Serious
VIC000992,CASE005344,CID001431,None
VIC000993,CASE002723,CID005942,Critical
VIC000994,CASE003227,CID006154,None
VIC000995,CASE008627,CID001304,Critical
VIC000996,CASE007601,CID005997,Critical
VIC000997,CASE008720,CID002477,Minor
VIC000998,CASE005334,CID008186,Minor
VIC000999,CASE003546,CID003134,None
VIC001000,CASE001223,CID008092,Serious
VIC001001,CASE000694,CID002646,Serious
VIC001002,CASE009359,CID007009,Serious
VIC001003,CASE005327,CID003203,Serious
VIC001004,CASE000344,CID003762,Serious
VIC001005,CASE008409,CID001159,Critical
VIC001006,CASE008903,CID004862,Critical
VIC001007,CASE001226,CID003160,Minor
VIC001008,CASE002477,CID006944,None
VIC001009,CASE009950,CID006254,None
VIC001010,CASE000932,CID007212,None
VIC001011,CASE008457,CID004109,Critical
VIC001012,CASE002137,CID001430,Critical
VIC001013,CASE004452,CID001575,Minor
VIC001014,CASE007721,CID009854,Critical
VIC001015,CASE002527,CID001531,Critical
VIC001016,CASE001180,CID005020,Critical
VIC001017,CASE000259,CID001046,None
VIC001018,CASE008949,CID002219,Minor
VIC001019,CASE009080,CID007525,Critical
VIC001020,CASE000318,CID007746,Minor
VIC001021,CASE005364,CID001795,Critical
VIC001022,CASE006857,CID002302,Critical
VIC001023,CASE007595,CID008951,Serious
VIC001024,CASE009465,CID007864,None
VIC001025,CASE004803,CID007969,Critical
VIC001026,CASE003353,CID007912,Serious
VIC001027,CASE000460,CID000533,Minor
VIC001028,CASE006434,CID006013,Serious
VIC001029,CASE003819,CID002661,Serious
VIC001030,CASE003798,CID000088,Minor
VIC001031,CASE004897,CID003628,Serious
VIC001032,CASE003264,CID005048,None
VIC001033,CASE006308,CID007328,None
VIC001034,CASE005683,CID009654,Minor
VIC001035,CASE003099,CID006113,Minor
VIC001036,CASE008981,CID009522,Critical
VIC001037,CASE007954,CID005877,Critical
VIC001038,CASE007361,CID003621,None
VIC001039,CASE000220,CID009068,Minor
VIC001040,CASE004667,CID003257,Minor
VIC001041,CASE009025,CID003936,Minor
VIC001042,CASE008871,CID007553,Minor
VIC001043,CASE008427,CID002508,Critical
VIC001044,CASE007024,CID007070,Serious
VIC001045,CASE000925,CID002480,Serious
VIC001046,CASE007137,CID007121,Minor
VIC001047,CASE008487,CID004983,None
VIC001048,CASE001696,CID001816,None
VIC001049,CASE004024,CID007954,Minor
VIC001050,CASE008070,CID003491,Minor
VIC001051,CASE006187,CID002917,Critical
VIC001052,CASE007399,CID002946,None
VIC001053,CASE007707,CID003976,Serious
VIC001054,CASE003855,CID000594,Serious
VIC001055,CASE005358,CID007683,Minor
VIC001056,CASE008742,CID004253,Serious
VIC001057,CASE005270,CID009444,Minor
VIC001058,CASE001617,CID006234,Serious
VIC001059,CASE008158,CID002248,None
VIC001060,CASE008241,CID007361,None
VIC001061,CASE008473,CID005225,None
VIC001062,CASE005850,CID008053,Minor
VIC001063,CASE001874,CID009076,Minor
VIC001064,CASE007619,CID008880,Critical
VIC001065,CASE002625,CID006185,Critical
VIC001066,CASE002592,CID003915,None
VIC001067,CASE004611,CID007876,None
VIC001068,CASE000454,CID001297,Serious
VIC001069,CASE006576,CID008100,Critical
VIC001070,CASE000056,CID008105,Critical
VIC001071,CASE000536,CID008266,Critical
VIC001072,CASE009650,CID008069,Critical
VIC001073,CASE006704,CID003846,Serious
VIC001074,CASE006032,CID008125,None
VIC001075,CASE008352,CID001472,Minor
VIC001076,CASE008744,CID006164,Critical
VIC001077,CASE005830,CID001998,Minor
VIC001078,CASE005486,CID005455,Serious
VIC001079,CASE001674,CID001854,Minor
VIC001080,CASE002571,CID005350,Serious
VIC001081,CASE006501,CID006855,Minor
VIC001082,CASE003205,CID007867,None
VIC001083,CASE002412,CID005022,Critical
VIC001084,CASE003595,CID005076,Critical
VIC001085,CASE007615,CID002763,Minor
VIC001086,CASE005083,CID009163,Serious
VIC001087,CASE007758,CID002208,None
VIC001088,CASE002921,CID002762,None
VIC001089,CASE003863,CID001879,None
VIC001090,CASE006353,CID002367,None
VIC001091,CASE001049,CID005369,Minor
VIC001092,CASE009926,CID000982,Critical
VIC001093,CASE007072,CID003316,Serious
VIC001094,CASE009637,CID001813,Critical
VIC001095,CASE001941,CID006041,Critical
VIC001096,CASE004232,CID000554,Critical
VIC001097,CASE005830,CID009272,Critical
VIC001098,CASE008775,CID000280,Minor
VIC001099,CASE009056,CID001374,Minor
VIC001100,CASE003689,CID000302,Critical
VIC001101,CASE001865,CID005599,Serious
VIC001102,CASE008367,CID003394,Critical
VIC001103,CASE001413,CID009126,Critical
VIC001104,CASE008317,CID007641,None
VIC001105,CASE003847,CID000491,Serious
VIC001106,CASE002299,CID001413,Minor
VIC001107,CASE001907,CID009564,Minor
VIC001108,CASE001452,CID009159,Minor
VIC001109,CASE004985,CID004839,None
VIC001110,CASE001897,CID006309,Critical
VIC001111,CASE006218,CID008219,Minor
VIC001112,CASE002180,CID002368,Critical
VIC001113,CASE003336,CID008993,None
VIC001114,CASE006196,CID009494,Critical
VIC001115,CASE005587,CID005099,None
VIC001116,CASE006627,CID001131,Critical
VIC001117,CASE009494,CID000486,None
VIC001118,CASE001359,CID005565,None
VIC001119,CASE001129,CID005195,Serious
VIC001120,CASE002342,CID001837,None
VIC001121,CASE007081,CID002069,Minor
VIC001122,CASE004244,CID008368,Serious
VIC001123,CASE006877,CID007894,Critical
VIC001124,CASE000566,CID002337,Minor
VIC001125,CASE007517,CID000954,None
VIC001126,CASE006552,CID004209,Critical
VIC001127,CASE004813,CID003794,None
VIC001128,CASE009784,CID008786,Critical
VIC001129,CASE009703,CID006194,Critical
VIC001130,CASE008971,CID009891,Serious
VIC001131,CASE002969,CID008320,None
VIC001132,CASE009240,CID006552,Critical
VIC001133,CASE008858,CID001001,Critical
VIC001134,CASE000496,CID002025,Serious
VIC001135,CASE000761,CID006067,Serious
VIC001136,CASE008577,CID003693,Minor
VIC001137,CASE002174,CID000878,Critical
VIC001138,CASE009199,CID001619,Minor
VIC001139,CASE007805,CID000078,Serious
VIC001140,CASE008079,CID009312,Critical
VIC001141,CASE000574,CID007430,Minor
VIC001142,CASE007797,CID003044,Minor
VIC001143,CASE000397,CID000282,Minor
VIC001144,CASE006069,CID000448,None
VIC001145,CASE004080,CID008298,Serious
VIC001146,CASE004448,CID008969,None
VIC001147,CASE008767,CID007382,Critical
VIC001148,CASE004866,CID004074,Serious
VIC001149,CASE004361,CID008158,Serious
VIC001150,CASE002168,CID000582,Serious
VIC001151,CASE008680,CID005670,None
VIC001152,CASE004913,CID009051,Serious
VIC001153,CASE003486,CID006645,Minor
VIC001154,CASE001756,CID001990,Minor
VIC001155,CASE002381,CID006962,Minor
VIC001156,CASE005466,CID006832,Minor
VIC001157,CASE008998,CID000891,None
VIC001158,CASE002047,CID006809,Minor
VIC001159,CASE005890,CID008359,None
VIC001160,CASE006962,CID001712,Serious
VIC001161,CASE003060,CID009095,None
VIC001162,CASE000590,CID002321,Minor
VIC001163,CASE005961,CID005357,Minor
VIC001164,CASE007472,CID005276,Minor
VIC001165,CASE005968,CID002373,None
VIC001166,CASE000911,CID001566,Critical
VIC001167,CASE009044,CID003227,Minor
VIC001168,CASE001878,CID009462,Minor
VIC001169,CASE002319,CID003983,Minor
VIC001170,CASE005894,CID002485,Serious
VIC001171,CASE006545,CID002898,Serious
VIC001172,CASE000630,CID002554,Serious
VIC001173,CASE003316,CID004991,None
VIC001174,CASE005973,CID002532,None
VIC001175,CASE008623,CID001002,Minor
VIC001176,CASE002301,CID006865,Minor
VIC001177,CASE001616,CID006599,Minor
VIC001178,CASE005529,CID003604,Critical
VIC001179,CASE008979,CID006850,Minor
VIC001180,CASE002004,CID002075,None
VIC001181,CASE009797,CID003387,Critical
VIC001182,CASE004394,CID001488,Critical
VIC001183,CASE005589,CID009529,Critical
VIC001184,CASE009744,CID002624,Serious
