case_id,fir_number,crime_type,station_id,officer_id,status,priority,incident_date,registered_date,city,district,description,estimated_loss
CASE000129,FIR2026000129,Chain Snatching,ST0031,OFF00186,Pending,Critical,2025-10-08,2025-04-24,Shivamogga,Tumakuru,At cupiditate necessitatibus minima repellendus veritatis quae velit.,959283
CASE000130,FIR2026000130,Missing Person,ST0001,OFF00095,Closed,High,2023-12-09,2024-06-29,Tumakuru,Shivamogga,Asperiores facilis vero odit porro laudantium iusto.,633877
CASE000131,FIR2026000131,Drug Trafficking,ST0093,OFF00357,Closed,Medium,2025-07-13,2023-05-25,Mysuru,Dharwad,Quidem odio quia nam molestiae velit iure hic laborum quas quia.,291548
CASE000132,FIR2026000132,Missing Person,ST0070,OFF00323,Pending,Medium,2025-10-01,2023-01-08,Mangaluru,Belagavi,Sed quisquam perspiciatis eum aliquam commodi numquam.,957397
CASE000133,FIR2026000133,Assault,ST0024,OFF00077,Pending,Medium,2025-09-13,2024-12-26,Hubballi,Tumakuru,Sint aliquid totam illo voluptas eius doloribus rem aut velit officiis.,370989
CASE000134,FIR2026000134,ATM Fraud,ST0038,OFF00136,Pending,High,2025-04-20,2024-11-21,Belagavi,Dharwad,Atque quibusdam quasi laudantium officia quos officia ex nulla ab illo corrupti iste occaecati.,597847
CASE000135,FIR2026000135,Domestic Violence,ST0085,OFF00375,Closed,Low,2026-04-04,2025-01-13,Mangaluru,Bengaluru Urban,Consequatur inventore magnam libero minima quidem dolor nihil.,566415
CASE000136,FIR2026000136,Burglary,ST0019,OFF00179,Under Investigation,High,2026-05-21,2025-02-16,Hubballi,Dakshina Kannada,Aliquam eligendi voluptate iure tenetur temporibus voluptatibus magni molestiae numquam nostrum ipsa eum ea cum neque.,431476
CASE000137,FIR2026000137,ATM Fraud,ST0035,OFF00055,Pending,Critical,2025-03-31,2024-11-20,Mangaluru,Bengaluru Urban,At excepturi aut esse vitae nostrum modi autem sequi fugit quasi similique quam.,51502
CASE000138,FIR2026000138,Cyber Fraud,ST0018,OFF00452,Pending,Critical,2024-10-24,2026-04-08,Shivamogga,Ballari,Fuga omnis dolorum nulla alias consequatur blanditiis nostrum qui quia voluptatum et assumenda labore commodi.,92298
CASE000139,FIR2026000139,Domestic Violence,ST0049,OFF00281,Closed,Medium,2026-03-09,2024-10-21,Shivamogga,Ballari,Voluptatum tenetur earum beatae consequatur nam similique non quod esse nulla rerum natus occaecati.,418253
CASE000140,FIR2026000140,Identity Theft,ST0083,OFF00123,Open,Medium,2024-09-18,2023-12-15,Bengaluru,Belagavi,Repellat similique minus delectus in maxime culpa natus magnam.,99056
CASE000141,FIR2026000141,Vehicle Theft,ST0082,OFF00439,Closed,Low,2024-06-22,2024-07-25,Mangaluru,Shivamogga,Reiciendis asperiores sed amet consequatur rem culpa minus sint dolorem ad deleniti voluptas atque.,603342
CASE000142,FIR2026000142,Mobile Theft,ST0007,OFF00369,Closed,Medium,2023-12-08,2025-01-27,Mangaluru,Shivamogga,Illum dolores ipsa exercitationem quasi reprehenderit pariatur porro impedit accusantium tempora distinctio aliquid ipsum ut repellat.,221258
CASE000143,FIR2026000143,Online Scam,ST0024,OFF00324,Open,Low,2026-03-31,2025-09-04,Belagavi,Ballari,Nostrum optio a autem harum deserunt tenetur placeat eligendi enim nam.,52982
CASE000144,FIR2026000144,Mobile Theft,ST0042,OFF00445,Open,Low,2024-01-05,2024-07-22,Ballari,Tumakuru,Iure beatae quasi iusto ut necessitatibus saepe sed molestiae laudantium culpa eos delectus doloribus.,569497
CASE000145,FIR2026000145,Mobile Theft,ST0062,OFF00361,Open,High,2024-05-31,2024-11-16,Mysuru,Mysuru,Odio expedita quis quibusdam enim delectus repellat maxime iusto harum esse architecto.,847054
CASE000146,FIR2026000146,Domestic Violence,ST0046,OFF00061,Closed,Critical,2024-12-22,2023-08-22,Mysuru,Ballari,Quidem explicabo numquam eius provident tempora id repudiandae veniam sunt optio illum consequuntur magnam a officiis.,973924
CASE000147,FIR2026000147,Chain Snatching,ST0045,OFF00409,Pending,Critical,2024-09-09,2023-02-13,Shivamogga,Tumakuru,Possimus nesciunt quas saepe totam sunt debitis pariatur accusamus eligendi.,625064
CASE000148,FIR2026000148,ATM Fraud,ST0007,OFF00247,Under Investigation,High,2024-09-09,2024-01-05,Mysuru,Belagavi,Id architecto soluta officia natus magnam soluta ullam dolore deleniti recusandae sapiente ullam asperiores.,426476
CASE000149,FIR2026000149,Online Scam,ST0013,OFF00034,Closed,Critical,2024-06-17,2024-03-26,Bengaluru,Shivamogga,Sequi tenetur ipsa numquam dolore sit tempore praesentium recusandae quae non illum.,743215
CASE000150,FIR2026000150,UPI Fraud,ST0096,OFF00027,Under Investigation,High,2025-05-09,2026-04-01,Bengaluru,Shivamogga,Voluptatibus sed rem beatae mollitia ex sapiente accusamus cum neque.,203683
CASE000151,FIR2026000151,Chain Snatching,ST0020,OFF00438,Pending,Medium,2024-12-21,2024-03-31,Shivamogga,Bengaluru Urban,Necessitatibus praesentium quos ea est ipsam illum veniam iste rem aspernatur quis.,126719
CASE000152,FIR2026000152,Murder,ST0076,OFF00104,Open,Medium,2026-03-24,2023-12-13,Hubballi,Ballari,In molestiae cumque natus ut facere sint vero placeat pariatur et.,827224
CASE000153,FIR2026000153,Domestic Violence,ST0071,OFF00038,Open,Low,2025-01-03,2024-11-22,Belagavi,Ballari,Ea rerum quos dignissimos odio fugiat asperiores at harum deleniti impedit eveniet earum nihil commodi consequuntur.,424133
CASE000154,FIR2026000154,Domestic Violence,ST0047,OFF00283,Under Investigation,Medium,2024-11-15,2025-02-18,Hubballi,Ballari,Tempore molestiae esse earum perferendis dolores aliquid qui repellendus eveniet eum fuga eius odit nisi at.,25408
CASE000155,FIR2026000155,Murder,ST0028,OFF00457,Pending,Medium,2025-09-14,2023-05-02,Mysuru,Tumakuru,Sunt vitae debitis amet voluptatibus ea tempora nam iste vel.,342356
CASE000156,FIR2026000156,Cyber Fraud,ST0053,OFF00289,Pending,Low,2024-11-24,2023-03-15,Mysuru,Bengaluru Urban,Deleniti dignissimos eligendi quae ullam dolores impedit explicabo.,494356
CASE000157,FIR2026000157,UPI Fraud,ST0018,OFF00252,Closed,High,2025-11-05,2025-08-21,Hubballi,Dharwad,Voluptate explicabo vitae voluptatibus explicabo pariatur adipisci fugiat assumenda.,873054
CASE000158,FIR2026000158,Identity Theft,ST0095,OFF00376,Under Investigation,Medium,2024-05-22,2024-05-19,Bengaluru,Dakshina Kannada,Dicta repellendus voluptates minus quod eaque earum optio sit laudantium blanditiis.,121253
CASE000159,FIR2026000159,Drug Trafficking,ST0064,OFF00380,Under Investigation,High,2024-08-23,2025-05-26,Ballari,Belagavi,Dolores iure id voluptatem architecto odio facilis delectus quis nam ipsam.,392305
CASE000160,FIR2026000160,Online Scam,ST0012,OFF00138,Open,Critical,2023-11-11,2023-07-12,Bengaluru,Dakshina Kannada,Mollitia possimus explicabo voluptatum ab est nostrum rerum porro.,61737
CASE000161,FIR2026000161,Vehicle Theft,ST0065,OFF00318,Open,Critical,2023-11-18,2025-06-29,Shivamogga,Bengaluru Urban,Dolores modi est natus error eligendi ex culpa impedit culpa ullam dolorem nesciunt eaque a nihil.,118199
CASE000162,FIR2026000162,Kidnapping,ST0012,OFF00090,Open,High,2024-04-07,2023-08-15,Mangaluru,Mysuru,Quo dolor qui eligendi distinctio repellat explicabo facere harum impedit deleniti impedit quidem natus perspiciatis.,579101
CASE000163,FIR2026000163,Domestic Violence,ST0040,OFF00417,Open,Low,2025-11-15,2024-06-23,Mysuru,Tumakuru,Ullam occaecati distinctio quisquam ab beatae atque culpa laudantium iste neque excepturi est exercitationem alias.,103525
CASE000164,FIR2026000164,UPI Fraud,ST0023,OFF00248,Pending,Low,2025-11-21,2025-04-04,Bengaluru,Shivamogga,Impedit fugiat ut laboriosam voluptate aperiam nulla.,697968
CASE000165,FIR2026000165,Assault,ST0005,OFF00340,Under Investigation,Low,2024-08-27,2023-11-13,Tumakuru,Bengaluru Urban,Nulla facere quibusdam excepturi nisi voluptate fuga voluptas.,482176
CASE000166,FIR2026000166,Assault,ST0034,OFF00027,Open,Medium,2023-10-30,2025-01-17,Hubballi,Dharwad,Fuga alias laborum expedita ipsam animi ratione neque culpa occaecati ipsam.,545474
CASE000167,FIR2026000167,Online Scam,ST0020,OFF00429,Closed,Medium,2023-07-15,2024-01-08,Shivamogga,Belagavi,Debitis ipsam saepe ducimus rem ad beatae eveniet.,260273
CASE000168,FIR2026000168,Murder,ST0006,OFF00222,Closed,Medium,2025-04-04,2023-06-07,Tumakuru,Shivamogga,Magnam excepturi est facilis rerum sed ad quis modi adipisci.,388156
CASE000169,FIR2026000169,Assault,ST0034,OFF00342,Open,High,2026-03-17,2025-11-02,Belagavi,Dharwad,Saepe quia magnam amet a cupiditate ullam.,825163
CASE000170,FIR2026000170,Mobile Theft,ST0037,OFF00067,Closed,Critical,2025-02-25,2025-05-14,Mangaluru,Bengaluru Urban,Vitae et quae non vitae atque corporis blanditiis natus omnis maiores.,509831
CASE000171,FIR2026000171,Assault,ST0100,OFF00228,Under Investigation,Critical,2025-01-14,2024-03-22,Ballari,Bengaluru Urban,Rerum voluptatum quasi nostrum cupiditate perspiciatis natus itaque dignissimos atque odit animi.,899920
CASE000172,FIR2026000172,ATM Fraud,ST0024,OFF00312,Closed,High,2026-03-26,2026-03-15,Tumakuru,Tumakuru,Nesciunt ullam id vel ad esse enim laboriosam atque saepe est deserunt.,895940
CASE000173,FIR2026000173,Domestic Violence,ST0002,OFF00367,Pending,Low,2024-02-07,2023-12-07,Bengaluru,Ballari,Nisi cupiditate sint aspernatur quidem iure animi ea nemo aspernatur quibusdam a veritatis beatae doloribus consequuntur.,212988
CASE000174,FIR2026000174,Identity Theft,ST0001,OFF00224,Pending,Medium,2024-10-28,2025-02-13,Hubballi,Dakshina Kannada,Quis nam inventore ad animi fugit fugit distinctio maxime maxime id possimus aperiam.,683063
CASE000175,FIR2026000175,UPI Fraud,ST0004,OFF00090,Under Investigation,Low,2023-12-08,2024-11-06,Belagavi,Dakshina Kannada,Dolor recusandae dolorem ea natus magni pariatur dolorum ex aperiam neque.,375296
CASE000176,FIR2026000176,Drug Trafficking,ST0007,OFF00273,Closed,Critical,2025-02-10,2024-06-09,Mysuru,Mysuru,Assumenda laborum fugiat facere provident quibusdam veritatis hic eius recusandae quam aut eos ab autem ducimus.,305598
CASE000177,FIR2026000177,Murder,ST0023,OFF00262,Under Investigation,Medium,2025-09-05,2024-09-15,Belagavi,Ballari,Impedit fugit incidunt iste totam hic est eum eligendi tempora ea quod fugiat culpa impedit magnam.,97586
CASE000178,FIR2026000178,UPI Fraud,ST0056,OFF00374,Pending,Critical,2026-06-05,2023-10-11,Hubballi,Shivamogga,Quaerat quisquam nam neque excepturi quasi unde quasi dolores itaque unde illo necessitatibus repudiandae dicta.,115267
CASE000179,FIR2026000179,Missing Person,ST0067,OFF00188,Under Investigation,Critical,2024-10-13,2024-08-31,Shivamogga,Mysuru,Ex neque alias fugit totam nam saepe ipsum.,657414
CASE000180,FIR2026000180,UPI Fraud,ST0038,OFF00033,Under Investigation,Low,2023-07-13,2026-02-18,Bengaluru,Dharwad,Quidem qui quos nihil consectetur omnis incidunt eos praesentium praesentium nihil atque doloribus.,113751
CASE000181,FIR2026000181,ATM Fraud,ST0034,OFF00240,Open,Medium,2025-07-10,2023-03-21,Shivamogga,Shivamogga,Voluptate maiores laborum tenetur consequuntur cupiditate quaerat.,582929
CASE000182,FIR2026000182,Assault,ST0020,OFF00362,Under Investigation,Medium,2025-02-15,2025-08-17,Mysuru,Tumakuru,Suscipit deleniti adipisci sapiente suscipit non ratione officia.,853232
CASE000183,FIR2026000183,Identity Theft,ST0027,OFF00203,Open,Low,2024-05-09,2025-12-02,Tumakuru,Dakshina Kannada,Provident officiis adipisci eos ut iure blanditiis perspiciatis.,810606
CASE000184,FIR2026000184,Mobile Theft,ST0025,OFF00074,Open,Medium,2025-01-21,2025-01-05,Tumakuru,Shivamogga,Laudantium praesentium cupiditate dolores deleniti nihil asperiores repudiandae vero nobis placeat.,262761
CASE000185,FIR2026000185,Drug Trafficking,ST0017,OFF00416,Pending,Critical,2024-03-25,2025-10-28,Tumakuru,Dakshina Kannada,Quae deserunt voluptatem architecto quo nemo vitae.,938566
CASE000186,FIR2026000186,Murder,ST0075,OFF00278,Closed,Medium,2024-07-06,2025-10-07,Mysuru,Shivamogga,Natus provident officia atque autem voluptas odio hic qui eos.,750668
CASE000187,FIR2026000187,Vehicle Theft,ST0043,OFF00491,Closed,Medium,2024-02-23,2026-01-08,Ballari,Ballari,Nostrum occaecati odio officiis laboriosam dicta dolorem nemo dolores quibusdam consectetur fugit.,228180
CASE000188,FIR2026000188,ATM Fraud,ST0008,OFF00094,Under Investigation,High,2025-09-21,2024-02-08,Ballari,Belagavi,Consequatur cum quos incidunt pariatur aliquid minima ipsa vel consequatur ab est asperiores aliquam ad reprehenderit.,148310
CASE000189,FIR2026000189,Kidnapping,ST0070,OFF00428,Closed,Medium,2024-04-29,2025-08-20,Belagavi,Dharwad,Consequatur perspiciatis deserunt vero atque maiores asperiores omnis.,51453
CASE000190,FIR2026000190,Cyber Fraud,ST0070,OFF00285,Closed,High,2023-10-09,2023-04-22,Belagavi,Bengaluru Urban,Beatae porro facere nam commodi unde ipsam ducimus repellat.,300587
CASE000191,FIR2026000191,Assault,ST0015,OFF00489,Open,High,2025-05-09,2024-09-09,Tumakuru,Bengaluru Urban,Facere magnam iure magni maiores perferendis ad esse necessitatibus quidem iure.,733428
CASE000192,FIR2026000192,Domestic Violence,ST0082,OFF00382,Pending,Low,2023-08-04,2025-10-06,Ballari,Tumakuru,In magnam necessitatibus similique quo eaque molestias natus voluptatibus expedita magni quas delectus culpa sint possimus.,275250
CASE000193,FIR2026000193,Cyber Fraud,ST0061,OFF00425,Pending,Critical,2023-08-04,2024-09-21,Ballari,Dakshina Kannada,Veritatis facilis inventore molestias necessitatibus sit rem debitis odit eligendi.,232827
CASE000194,FIR2026000194,Murder,ST0098,OFF00151,Open,Medium,2025-04-11,2025-07-07,Mangaluru,Dakshina Kannada,Officiis facilis facilis fugiat veniam a eum nihil natus nisi dolores excepturi.,231312
CASE000195,FIR2026000195,Domestic Violence,ST0057,OFF00365,Pending,High,2026-04-15,2025-01-28,Bengaluru,Bengaluru Urban,Quod fugit neque velit aperiam distinctio deleniti totam nesciunt tempora saepe repellendus.,477747
CASE000196,FIR2026000196,Murder,ST0037,OFF00408,Pending,Low,2023-10-29,2023-07-17,Hubballi,Tumakuru,Commodi error ipsam dignissimos eveniet rem sed et repudiandae odit nam fugiat quisquam.,133114
CASE000197,FIR2026000197,Identity Theft,ST0005,OFF00151,Under Investigation,Medium,2023-08-16,2025-10-04,Mysuru,Dakshina Kannada,Adipisci nostrum earum doloremque nobis consequuntur exercitationem asperiores asperiores perferendis officiis deleniti.,721629
CASE000198,FIR2026000198,Chain Snatching,ST0092,OFF00397,Under Investigation,High,2024-07-16,2024-11-11,Shivamogga,Bengaluru Urban,Molestias doloribus nemo mollitia qui ipsam vel qui minima et iste deleniti velit.,285151
CASE000199,FIR2026000199,Online Scam,ST0100,OFF00370,Under Investigation,High,2026-03-21,2024-10-01,Mangaluru,Ballari,Sunt magnam beatae nulla ad cupiditate tempore molestias nostrum modi maxime officia nemo tempore magnam error.,386108
CASE000200,FIR2026000200,Murder,ST0018,OFF00217,Open,Low,2026-01-26,2024-08-03,Mysuru,Ballari,Voluptas dolores minima quam voluptatibus ipsam assumenda odit expedita omnis fuga.,587843
CASE000201,FIR2026000201,Online Scam,ST0084,OFF00345,Open,Critical,2024-09-13,2025-04-12,Shivamogga,Dakshina Kannada,Soluta delectus eaque nam distinctio eaque sapiente inventore sunt pariatur mollitia commodi veritatis animi sint.,203283
CASE000202,FIR2026000202,Murder,ST0056,OFF00104,Open,Low,2023-10-30,2024-10-14,Bengaluru,Belagavi,Nemo aliquid mollitia ducimus ipsum occaecati quae aut voluptate nostrum corrupti deleniti quo optio porro.,115365
CASE000203,FIR2026000203,Assault,ST0048,OFF00221,Open,Low,2024-02-10,2023-11-18,Mysuru,Ballari,Distinctio ratione cum facilis nisi incidunt consectetur veritatis impedit ipsa architecto praesentium alias.,450016
CASE000204,FIR2026000204,Cyber Fraud,ST0026,OFF00107,Pending,Low,2026-02-24,2023-05-19,Hubballi,Belagavi,Nobis quis occaecati sunt veniam praesentium cumque dolorum ipsum quas impedit sunt eos voluptates facere quas.,848142
CASE000205,FIR2026000205,Murder,ST0048,OFF00451,Under Investigation,Low,2024-08-24,2025-07-20,Mangaluru,Shivamogga,Doloribus nulla neque nam eaque pariatur in praesentium quas placeat.,644716
CASE000206,FIR2026000206,Missing Person,ST0030,OFF00041,Open,Critical,2024-03-14,2026-03-26,Tumakuru,Tumakuru,Enim consectetur voluptates quos ut inventore itaque veniam libero eius nam atque nobis optio debitis perferendis.,512467
CASE000207,FIR2026000207,Mobile Theft,ST0054,OFF00317,Closed,Critical,2024-04-04,2023-12-04,Shivamogga,Belagavi,Expedita vero incidunt earum libero illum modi cum.,930734
CASE000208,FIR2026000208,Identity Theft,ST0087,OFF00007,Closed,Medium,2025-10-19,2025-12-28,Mysuru,Bengaluru Urban,Esse vitae doloremque maiores quae eveniet itaque cum molestiae at aspernatur architecto laboriosam veniam at.,492188
CASE000209,FIR2026000209,Cyber Fraud,ST0049,OFF00462,Closed,High,2026-04-08,2026-03-30,Ballari,Mysuru,Maxime vitae incidunt optio quidem delectus eius illo optio illum quae.,181080
CASE000210,FIR2026000210,Chain Snatching,ST0020,OFF00468,Pending,High,2025-04-24,2024-10-24,Tumakuru,Belagavi,Minus sunt voluptas excepturi necessitatibus sint atque nemo fugit qui corrupti.,478429
CASE000211,FIR2026000211,Online Scam,ST0089,OFF00156,Pending,Medium,2025-05-25,2023-04-16,Mysuru,Dharwad,Explicabo maxime sequi modi et rem optio cumque ex nihil dolor dolorem tempore dolore inventore.,38800
CASE000212,FIR2026000212,Drug Trafficking,ST0076,OFF00277,Closed,Critical,2025-09-01,2023-02-26,Ballari,Dakshina Kannada,Reprehenderit ipsam ea unde autem veritatis eum natus sit ad ipsa voluptate quae harum.,655463
CASE000213,FIR2026000213,Burglary,ST0060,OFF00230,Closed,Medium,2024-08-17,2025-06-26,Hubballi,Bengaluru Urban,Repellendus aspernatur aspernatur animi eaque inventore soluta qui officiis aut.,312456
CASE000214,FIR2026000214,Chain Snatching,ST0082,OFF00286,Closed,Critical,2024-09-25,2025-05-03,Bengaluru,Ballari,Doloribus voluptatem accusantium vel dicta at libero.,864782
CASE000215,FIR2026000215,Assault,ST0055,OFF00330,Under Investigation,Medium,2023-09-12,2025-05-20,Bengaluru,Bengaluru Urban,Dignissimos aliquid cupiditate corrupti autem rerum explicabo adipisci cumque.,421826
CASE000216,FIR2026000216,ATM Fraud,ST0092,OFF00082,Under Investigation,Medium,2026-03-17,2026-03-11,Tumakuru,Bengaluru Urban,Ut quis doloribus soluta corrupti maxime excepturi pariatur architecto ipsam deserunt molestiae.,227630
CASE000217,FIR2026000217,ATM Fraud,ST0089,OFF00190,Under Investigation,Medium,2023-11-25,2025-06-20,Tumakuru,Mysuru,Impedit dolor ea consequuntur culpa autem fugiat eum iure nihil debitis similique inventore.,930091
CASE000218,FIR2026000218,Murder,ST0062,OFF00303,Pending,Low,2024-02-06,2024-06-21,Tumakuru,Mysuru,Hic error molestiae accusamus eum libero eos ducimus cumque molestiae.,876022
CASE000219,FIR2026000219,Assault,ST0043,OFF00245,Under Investigation,Critical,2024-09-27,2023-11-21,Ballari,Belagavi,Rem neque architecto ea exercitationem officiis odio consequatur dolorem quae explicabo magni laboriosam maxime.,412075
CASE000220,FIR2026000220,Murder,ST0007,OFF00023,Open,Medium,2024-04-21,2025-09-30,Shivamogga,Ballari,Ipsam ea veritatis harum accusamus dolores debitis soluta culpa porro consequatur.,647348
