suspect_id,case_id,citizen_id,role,arrest_status
SUS000469,CASE004268,CID005479,Unknown Suspect,Arrested
SUS000470,CASE007913,CID006686,Gang Member,Wanted
SUS000471,CASE009751,CID001820,Unknown Suspect,Absconding
SUS000472,CASE003820,CID000339,Main Suspect,Wanted
SUS000473,CASE000976,CID000461,Main Suspect,Wanted
SUS000474,CASE004295,CID008427,Main Suspect,Wanted
SUS000475,CASE005387,CID000782,Accomplice,Arrested
SUS000476,CASE002208,CID008804,Accomplice,Absconding
SUS000477,CASE002439,CID008038,Accomplice,Under Surveillance
SUS000478,CASE002111,CID000408,Unknown Suspect,Arrested
SUS000479,CASE004712,CID006286,Gang Member,Wanted
SUS000480,CASE008801,CID003424,Main Suspect,Arrested
SUS000481,CASE006926,CID002650,Main Suspect,Wanted
SUS000482,CASE006690,CID005802,Unknown Suspect,Wanted
SUS000483,CASE006007,CID003571,Accomplice,Absconding
SUS000484,CASE006866,CID006480,Unknown Suspect,Arrested
SUS000485,CASE003689,CID006362,Unknown Suspect,Arrested
SUS000486,CASE009622,CID009734,Accomplice,Wanted
SUS000487,CASE008771,CID009127,Accomplice,Arrested
SUS000488,CASE006762,CID000539,Unknown Suspect,Under Surveillance
SUS000489,CASE000469,CID009083,Gang Member,Wanted
SUS000490,CASE006323,CID007910,Main Suspect,Under Surveillance
SUS000491,CASE008961,CID000730,Main Suspect,Absconding
SUS000492,CASE004496,CID009878,Unknown Suspect,Wanted
SUS000493,CASE007613,CID004559,Gang Member,Arrested
SUS000494,CASE004155,CID000417,Main Suspect,Absconding
SUS000495,CASE003448,CID000744,Unknown Suspect,Wanted
SUS000496,CASE006295,CID001373,Accomplice,Wanted
SUS000497,CASE006332,CID000793,Accomplice,Wanted
SUS000498,CASE001914,CID006363,Gang Member,Absconding
SUS000499,CASE002693,CID000577,Main Suspect,Under Surveillance
SUS000500,CASE005272,CID006224,Gang Member,Absconding
SUS000501,CASE005914,CID000178,Main Suspect,Absconding
SUS000502,CASE007706,CID005386,Unknown Suspect,Absconding
SUS000503,CASE001050,CID003711,Main Suspect,Absconding
SUS000504,CASE007594,CID000240,Gang Member,Absconding
SUS000505,CASE008362,CID002744,Gang Member,Under Surveillance
SUS000506,CASE000895,CID000523,Accomplice,Arrested
SUS000507,CASE002026,CID003177,Main Suspect,Arrested
SUS000508,CASE007321,CID001140,Main Suspect,Wanted
SUS000509,CASE009146,CID000157,Main Suspect,Arrested
SUS000510,CASE006988,CID001422,Unknown Suspect,Under Surveillance
SUS000511,CASE008298,CID005160,Main Suspect,Absconding
SUS000512,CASE001900,CID004507,Unknown Suspect,Arrested
SUS000513,CASE007729,CID007148,Unknown Suspect,Wanted
SUS000514,CASE005512,CID001025,Gang Member,Arrested
SUS000515,CASE003727,CID002743,Gang Member,Under Surveillance
SUS000516,CASE002655,CID002957,Accomplice,Arrested
SUS000517,CASE008425,CID001170,Unknown Suspect,Arrested
SUS000518,CASE003360,CID007197,Gang Member,Under Surveillance
SUS000519,CASE009271,CID000113,Accomplice,Wanted
SUS000520,CASE002549,CID000257,Unknown Suspect,Wanted
SUS000521,CASE000560,CID003939,Main Suspect,Wanted
SUS000522,CASE005219,CID008301,Unknown Suspect,Wanted
SUS000523,CASE000479,CID000295,Gang Member,Wanted
SUS000524,CASE008612,CID000786,Unknown Suspect,Arrested
SUS000525,CASE001375,CID001803,Gang Member,Wanted
SUS000526,CASE000079,CID008368,Accomplice,Wanted
SUS000527,CASE001654,CID008944,Main Suspect,Under Surveillance
SUS000528,CASE007731,CID003553,Gang Member,Wanted
SUS000529,CASE006827,CID008045,Unknown Suspect,Arrested
SUS000530,CASE003910,CID000358,Accomplice,Wanted
SUS000531,CASE002623,CID003789,Main Suspect,Under Surveillance
SUS000532,CASE006937,CID002426,Main Suspect,Wanted
SUS000533,CASE000214,CID004036,Unknown Suspect,Absconding
SUS000534,CASE006657,CID002354,Accomplice,Under Surveillance
SUS000535,CASE007967,CID003357,Gang Member,Arrested
SUS000536,CASE006513,CID006747,Accomplice,Absconding
SUS000537,CASE000436,CID008827,Gang Member,Absconding
SUS000538,CASE000642,CID003116,Accomplice,Absconding
SUS000539,CASE006101,CID000904,Main Suspect,Wanted
SUS000540,CASE005594,CID001245,Gang Member,Under Surveillance
SUS000541,CASE005120,CID005254,Unknown Suspect,Wanted
SUS000542,CASE007904,CID001151,Gang Member,Absconding
SUS000543,CASE006117,CID002918,Main Suspect,Wanted
SUS000544,CASE000867,CID005064,Gang Member,Arrested
SUS000545,CASE001692,CID000732,Unknown Suspect,Absconding
SUS000546,CASE001929,CID007003,Gang Member,Absconding
SUS000547,CASE000777,CID000785,Accomplice,Arrested
SUS000548,CASE002147,CID003932,Accomplice,Wanted
SUS000549,CASE006562,CID006115,Main Suspect,Under Surveillance
SUS000550,CASE005427,CID001899,Unknown Suspect,Absconding
SUS000551,CASE001717,CID000039,Main Suspect,Absconding
SUS000552,CASE001046,CID000055,Gang Member,Wanted
SUS000553,CASE009875,CID005233,Accomplice,Under Surveillance
SUS000554,CASE000315,CID008076,Main Suspect,Arrested
SUS000555,CASE005008,CID001741,Unknown Suspect,Absconding
SUS000556,CASE000374,CID002109,Gang Member,Arrested
SUS000557,CASE000687,CID000496,Main Suspect,Wanted
SUS000558,CASE005369,CID008334,Gang Member,Arrested
SUS000559,CASE003837,CID003300,Unknown Suspect,Wanted
SUS000560,CASE000038,CID009935,Main Suspect,Arrested
SUS000561,CASE009731,CID009899,Gang Member,Under Surveillance
SUS000562,CASE004770,CID008764,Unknown Suspect,Arrested
SUS000563,CASE006491,CID000167,Unknown Suspect,Under Surveillance
SUS000564,CASE009965,CID009523,Unknown Suspect,Absconding
SUS000565,CASE009368,CID003635,Main Suspect,Absconding
SUS000566,CASE006859,CID004764,Main Suspect,Arrested
SUS000567,CASE001833,CID000801,Unknown Suspect,Absconding
SUS000568,CASE009915,CID000585,Main Suspect,Wanted
SUS000569,CASE005606,CID000366,Unknown Suspect,Absconding
SUS000570,CASE004822,CID006296,Main Suspect,Wanted
SUS000571,CASE008036,CID000133,Gang Member,Arrested
SUS000572,CASE006727,CID000323,Accomplice,Under Surveillance
SUS000573,CASE009095,CID004375,Main Suspect,Under Surveillance
SUS000574,CASE003782,CID003090,Unknown Suspect,Wanted
SUS000575,CASE003605,CID002705,Main Suspect,Under Surveillance
SUS000576,CASE007131,CID001949,Unknown Suspect,Arrested
SUS000577,CASE006779,CID004297,Unknown Suspect,Arrested
SUS000578,CASE001584,CID003441,Unknown Suspect,Absconding
SUS000579,CASE005626,CID000610,Gang Member,Absconding
SUS000580,CASE006387,CID004149,Unknown Suspect,Arrested
SUS000581,CASE006030,CID000136,Gang Member,Wanted
SUS000582,CASE000369,CID000227,Unknown Suspect,Absconding
SUS000583,CASE004399,CID009000,Main Suspect,Absconding
SUS000584,CASE006673,CID006230,Gang Member,Absconding
SUS000585,CASE000417,CID006310,Gang Member,Absconding
SUS000586,CASE005004,CID008198,Gang Member,Absconding
SUS000587,CASE005665,CID004284,Gang Member,Under Surveillance
SUS000588,CASE008001,CID004417,Accomplice,Absconding
SUS000589,CASE004916,CID005124,Unknown Suspect,Under Surveillance
SUS000590,CASE008749,CID000430,Gang Member,Absconding
SUS000591,CASE009543,CID006667,Gang Member,Absconding
SUS000592,CASE005836,CID008283,Unknown Suspect,Absconding
SUS000593,CASE004336,CID003391,Gang Member,Arrested
SUS000594,CASE004270,CID004133,Gang Member,Wanted
SUS000595,CASE005348,CID001040,Accomplice,Arrested
SUS000596,CASE007704,CID008027,Accomplice,Arrested
SUS000597,CASE007987,CID000111,Unknown Suspect,Under Surveillance
SUS000598,CASE000647,CID004028,Gang Member,Arrested
SUS000599,CASE008856,CID006233,Main Suspect,Absconding
SUS000600,CASE009390,CID001022,Main Suspect,Absconding
SUS000601,CASE005600,CID006722,Main Suspect,Wanted
SUS000602,CASE007415,CID008405,Unknown Suspect,Arrested
SUS000603,CASE006384,CID008977,Gang Member,Wanted
SUS000604,CASE005021,CID009003,Accomplice,Wanted
SUS000605,CASE002338,CID009719,Gang Member,Absconding
SUS000606,CASE000173,CID007628,Unknown Suspect,Absconding
SUS000607,CASE008537,CID006859,Accomplice,Absconding
SUS000608,CASE002980,CID005329,Unknown Suspect,Arrested
SUS000609,CASE005284,CID002504,Gang Member,Absconding
SUS000610,CASE009184,CID002930,Main Suspect,Absconding
SUS000611,CASE006938,CID000389,Gang Member,Absconding
SUS000612,CASE002382,CID000380,Main Suspect,Arrested
SUS000613,CASE002290,CID005339,Gang Member,Wanted
SUS000614,CASE006979,CID003007,Unknown Suspect,Wanted
SUS000615,CASE003813,CID007292,Main Suspect,Wanted
SUS000616,CASE002021,CID000195,Unknown Suspect,Wanted
SUS000617,CASE001841,CID000031,Accomplice,Under Surveillance
SUS000618,CASE005712,CID007709,Accomplice,Under Surveillance
SUS000619,CASE003255,CID007710,Gang Member,Under Surveillance
SUS000620,CASE008540,CID003047,Gang Member,Absconding
SUS000621,CASE002843,CID005415,Gang Member,Arrested
SUS000622,CASE007879,CID006043,Accomplice,Arrested
SUS000623,CASE004602,CID000412,Unknown Suspect,Arrested
SUS000624,CASE007365,CID000385,Accomplice,Wanted
SUS000625,CASE006836,CID005916,Accomplice,Arrested
SUS000626,CASE009598,CID001272,Main Suspect,Wanted
SUS000627,CASE002871,CID004512,Accomplice,Absconding
SUS000628,CASE008057,CID000795,Unknown Suspect,Under Surveillance
SUS000629,CASE009769,CID005169,Main Suspect,Arrested
SUS000630,CASE007802,CID005479,Gang Member,Arrested
SUS000631,CASE004318,CID000450,Unknown Suspect,Arrested
SUS000632,CASE003167,CID004675,Unknown Suspect,Arrested
SUS000633,CASE000953,CID007497,Gang Member,Wanted
SUS000634,CASE008485,CID004386,Main Suspect,Under Surveillance
SUS000635,CASE002599,CID003311,Main Suspect,Under Surveillance
SUS000636,CASE004090,CID003736,Gang Member,Under Surveillance
SUS000637,CASE005301,CID000068,Accomplice,Wanted
SUS000638,CASE003884,CID001959,Unknown Suspect,Absconding
SUS000639,CASE004411,CID003867,Main Suspect,Under Surveillance
SUS000640,CASE001717,CID008744,Accomplice,Wanted
SUS000641,CASE008712,CID001872,Main Suspect,Arrested
SUS000642,CASE008409,CID004087,Gang Member,Absconding
SUS000643,CASE009238,CID000487,Main Suspect,Arrested
SUS000644,CASE000214,CID000624,Gang Member,Absconding
SUS000645,CASE006914,CID000411,Unknown Suspect,Absconding
SUS000646,CASE006155,CID000615,Accomplice,Under Surveillance
SUS000647,CASE000158,CID003739,Main Suspect,Under Surveillance
SUS000648,CASE000229,CID002022,Accomplice,Under Surveillance
SUS000649,CASE008118,CID004323,Gang Member,Wanted
SUS000650,CASE006024,CID008800,Accomplice,Arrested
SUS000651,CASE007985,CID000048,Accomplice,Absconding
SUS000652,CASE006998,CID006920,Main Suspect,Under Surveillance
SUS000653,CASE005624,CID002305,Accomplice,Wanted
SUS000654,CASE009806,CID000310,Accomplice,Arrested
SUS000655,CASE004834,CID000397,Accomplice,Under Surveillance
SUS000656,CASE008854,CID008189,Main Suspect,Wanted
SUS000657,CASE005908,CID008744,Accomplice,Absconding
SUS000658,CASE003257,CID002023,Unknown Suspect,Absconding
SUS000659,CASE000914,CID000034,Unknown Suspect,Wanted
SUS000660,CASE002964,CID006792,Unknown Suspect,Under Surveillance
SUS000661,CASE002340,CID007910,Gang Member,Arrested
SUS000662,CASE008611,CID000393,Gang Member,Wanted
SUS000663,CASE002563,CID000868,Accomplice,Arrested
SUS000664,CASE003418,CID007124,Main Suspect,Wanted
SUS000665,CASE005544,CID005075,Unknown Suspect,Absconding
SUS000666,CASE000909,CID005071,Main Suspect,Wanted
SUS000667,CASE000722,CID000657,Unknown Suspect,Wanted
SUS000668,CASE003064,CID007382,Main Suspect,Arrested
SUS000669,CASE005318,CID006452,Accomplice,Under Surveillance
SUS000670,CASE000360,CID005975,Unknown Suspect,Absconding
SUS000671,CASE005997,CID000163,Gang Member,Wanted
SUS000672,CASE003647,CID009339,Unknown Suspect,Under Surveillance
SUS000673,CASE006740,CID002803,Main Suspect,Absconding
SUS000674,CASE002419,CID005592,Gang Member,Wanted
SUS000675,CASE005142,CID003975,Accomplice,Wanted
SUS000676,CASE003185,CID000625,Gang Member,Under Surveillance
SUS000677,CASE003468,CID007915,Unknown Suspect,Absconding
SUS000678,CASE009218,CID002678,Gang Member,Under Surveillance
SUS000679,CASE003393,CID002882,Gang Member,Wanted
SUS000680,CASE003334,CID007542,Gang Member,Wanted
SUS000681,CASE000855,CID001519,Unknown Suspect,Under Surveillance
SUS000682,CASE006223,CID001933,Unknown Suspect,Arrested
SUS000683,CASE004264,CID000480,Gang Member,Wanted
SUS000684,CASE007883,CID005314,Unknown Suspect,Absconding
SUS000685,CASE004893,CID001200,Main Suspect,Absconding
SUS000686,CASE003588,CID000362,Accomplice,Wanted
SUS000687,CASE004507,CID000114,Unknown Suspect,Arrested
SUS000688,CASE006436,CID007157,Accomplice,Arrested
SUS000689,CASE006041,CID004683,Main Suspect,Absconding
SUS000690,CASE002949,CID006341,Accomplice,Wanted
SUS000691,CASE006049,CID003103,Accomplice,Wanted
SUS000692,CASE004237,CID000737,Accomplice,Absconding
SUS000693,CASE006831,CID000316,Unknown Suspect,Wanted
SUS000694,CASE002535,CID005437,Accomplice,Arrested
SUS000695,CASE004552,CID004612,Main Suspect,Absconding
SUS000696,CASE000250,CID007037,Gang Member,Arrested
SUS000697,CASE002884,CID007225,Unknown Suspect,Under Surveillance
SUS000698,CASE009792,CID007718,Gang Member,Arrested
SUS000699,CASE004812,CID005982,Unknown Suspect,Arrested
SUS000700,CASE005982,CID000727,Main Suspect,Arrested
SUS000701,CASE007671,CID009168,Main Suspect,Wanted
SUS000702,CASE007077,CID006352,Accomplice,Arrested
SUS000703,CASE009949,CID006233,Main Suspect,Wanted
SUS000704,CASE000683,CID000470,Main Suspect,Under Surveillance
SUS000705,CASE005374,CID000280,Gang Member,Under Surveillance
SUS000706,CASE008171,CID003812,Gang Member,Arrested
SUS000707,CASE009098,CID000086,Unknown Suspect,Under Surveillance
SUS000708,CASE009980,CID000583,Unknown Suspect,Wanted
SUS000709,CASE007389,CID000114,Unknown Suspect,Arrested
SUS000710,CASE009988,CID001347,Main Suspect,Absconding
SUS000711,CASE009161,CID009808,Accomplice,Under Surveillance
SUS000712,CASE005415,CID009371,Main Suspect,Wanted
SUS000713,CASE006475,CID000579,Unknown Suspect,Under Surveillance
SUS000714,CASE005190,CID000202,Accomplice,Arrested
SUS000715,CASE005174,CID001913,Unknown Suspect,Arrested
SUS000716,CASE006140,CID006138,Unknown Suspect,Wanted
SUS000717,CASE008659,CID008878,Gang Member,Arrested
SUS000718,CASE005151,CID000170,Accomplice,Wanted
SUS000719,CASE002319,CID006933,Gang Member,Under Surveillance
SUS000720,CASE003853,CID007558,Main Suspect,Arrested
SUS000721,CASE006282,CID001228,Accomplice,Wanted
SUS000722,CASE007337,CID005789,Main Suspect,Wanted
SUS000723,CASE002578,CID003969,Accomplice,Under Surveillance
SUS000724,CASE001755,CID004201,Unknown Suspect,Wanted
SUS000725,CASE008667,CID005716,Gang Member,Wanted
SUS000726,CASE001984,CID009437,Unknown Suspect,Wanted
SUS000727,CASE002799,CID007469,Accomplice,Wanted
SUS000728,CASE000883,CID009877,Main Suspect,Absconding
SUS000729,CASE008737,CID009512,Unknown Suspect,Wanted
SUS000730,CASE002668,CID007361,Accomplice,Wanted
SUS000731,CASE001803,CID000944,Gang Member,Arrested
SUS000732,CASE005132,CID000274,Main Suspect,Under Surveillance
SUS000733,CASE006113,CID000447,Main Suspect,Arrested
SUS000734,CASE009206,CID003342,Unknown Suspect,Wanted
SUS000735,CASE002134,CID001567,Unknown Suspect,Arrested
SUS000736,CASE004554,CID009574,Unknown Suspect,Wanted
SUS000737,CASE001077,CID006436,Accomplice,Wanted
SUS000738,CASE003902,CID000835,Gang Member,Arrested
SUS000739,CASE006821,CID005269,Gang Member,Under Surveillance
SUS000740,CASE007826,CID003327,Gang Member,Arrested
SUS000741,CASE004569,CID000558,Gang Member,Absconding
SUS000742,CASE005296,CID007502,Gang Member,Arrested
SUS000743,CASE006765,CID001172,Main Suspect,Under Surveillance
SUS000744,CASE005885,CID004924,Main Suspect,Arrested
SUS000745,CASE007866,CID003266,Gang Member,Arrested
SUS000746,CASE009427,CID005730,Main Suspect,Arrested
SUS000747,CASE000797,CID007945,Gang Member,Wanted
SUS000748,CASE005242,CID008886,Unknown Suspect,Arrested
SUS000749,CASE007613,CID009377,Accomplice,Under Surveillance
SUS000750,CASE002865,CID001751,Main Suspect,Under Surveillance
SUS000751,CASE008119,CID000086,Main Suspect,Wanted
SUS000752,CASE002434,CID007518,Accomplice,Absconding
SUS000753,CASE007708,CID006035,Gang Member,Under Surveillance
SUS000754,CASE006359,CID007763,Gang Member,Absconding
SUS000755,CASE006750,CID003525,Gang Member,Absconding
SUS000756,CASE003668,CID001631,Accomplice,Arrested
SUS000757,CASE005530,CID000123,Unknown Suspect,Wanted
SUS000758,CASE009632,CID007772,Unknown Suspect,Absconding
SUS000759,CASE004673,CID003315,Unknown Suspect,Under Surveillance
SUS000760,CASE003445,CID007720,Unknown Suspect,Under Surveillance
SUS000761,CASE002904,CID003080,Gang Member,Under Surveillance
SUS000762,CASE009866,CID003141,Gang Member,Under Surveillance
SUS000763,CASE002827,CID001899,Main Suspect,Arrested
SUS000764,CASE003620,CID000062,Main Suspect,Wanted
SUS000765,CASE005064,CID000656,Main Suspect,Wanted
SUS000766,CASE002275,CID000153,Unknown Suspect,Wanted
SUS000767,CASE002486,CID008154,Main Suspect,Absconding
SUS000768,CASE001075,CID000292,Accomplice,Absconding
SUS000769,CASE001658,CID007976,Gang Member,Arrested
SUS000770,CASE009437,CID007621,Unknown Suspect,Wanted
SUS000771,CASE005181,CID000410,Accomplice,Under Surveillance
SUS000772,CASE008700,CID006642,Unknown Suspect,Absconding
SUS000773,CASE008945,CID007977,Main Suspect,Under Surveillance
SUS000774,CASE001949,CID001137,Main Suspect,Arrested
SUS000775,CASE005721,CID000101,Main Suspect,Absconding
SUS000776,CASE008059,CID003704,Unknown Suspect,Arrested
SUS000777,CASE006406,CID000743,Main Suspect,Wanted
SUS000778,CASE001607,CID003773,Accomplice,Arrested
SUS000779,CASE007257,CID008356,Accomplice,Under Surveillance
SUS000780,CASE000876,CID001801,Unknown Suspect,Absconding
SUS000781,CASE007662,CID005830,Unknown Suspect,Arrested
SUS000782,CASE009196,CID001721,Gang Member,Under Surveillance
SUS000783,CASE001537,CID000311,Accomplice,Arrested
SUS000784,CASE000366,CID009404,Accomplice,Absconding
SUS000785,CASE008360,CID008283,Main Suspect,Absconding
SUS000786,CASE003950,CID001605,Gang Member,Absconding
SUS000787,CASE001369,CID000075,Main Suspect,Under Surveillance
SUS000788,CASE006796,CID000466,Gang Member,Wanted
SUS000789,CASE002818,CID002044,Main Suspect,Wanted
SUS000790,CASE008783,CID000150,Gang Member,Under Surveillance
SUS000791,CASE007765,CID000120,Unknown Suspect,Arrested
SUS000792,CASE007235,CID006190,Gang Member,Absconding
SUS000793,CASE005133,CID000825,Main Suspect,Wanted
SUS000794,CASE008106,CID006514,Main Suspect,Under Surveillance
SUS000795,CASE006988,CID003844,Main Suspect,Under Surveillance
SUS000796,CASE002972,CID006210,Unknown Suspect,Under Surveillance
SUS000797,CASE007799,CID000546,Main Suspect,Absconding
SUS000798,CASE000740,CID006732,Unknown Suspect,Wanted
SUS000799,CASE006072,CID000135,Unknown Suspect,Arrested
SUS000800,CASE005231,CID000058,Unknown Suspect,Under Surveillance
SUS000801,CASE009214,CID006910,Main Suspect,Under Surveillance
SUS000802,CASE004636,CID002110,Main Suspect,Under Surveillance
SUS000803,CASE009572,CID008707,Accomplice,Under Surveillance
SUS000804,CASE005547,CID007940,Unknown Suspect,Absconding
SUS000805,CASE006582,CID000232,Gang Member,Under Surveillance
SUS000806,CASE001215,CID000207,Main Suspect,Wanted
SUS000807,CASE003007,CID004586,Accomplice,Under Surveillance
SUS000808,CASE005955,CID000709,Unknown Suspect,Absconding
SUS000809,CASE005076,CID002941,Unknown Suspect,Arrested
SUS000810,CASE005187,CID006032,Accomplice,Wanted
SUS000811,CASE008525,CID000359,Accomplice,Wanted
SUS000812,CASE001800,CID009618,Accomplice,Under Surveillance
SUS000813,CASE001314,CID001699,Main Suspect,Arrested
