ActCode,ActDescription,ShortName,Active
A636,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A637,"Indian Penal Code, 1860",IPC,True
A638,"Indian Penal Code, 1860",IPC,True
A639,"Motor Vehicles Act, 1988",MV Act,True
A640,"Information Technology Act, 2000",IT Act,True
A641,Arms Act,Arms Act,True
A642,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A643,NDPS Act,NDPS,True
A644,"Information Technology Act, 2000",IT Act,True
A645,NDPS Act,NDPS,True
A646,NDPS Act,NDPS,True
A647,"Motor Vehicles Act, 1988",MV Act,True
A648,"Indian Penal Code, 1860",IPC,True
A649,POCSO Act,POCSO,True
A650,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A651,"Indian Penal Code, 1860",IPC,True
A652,"Motor Vehicles Act, 1988",MV Act,True
A653,"Information Technology Act, 2000",IT Act,True
A654,POCSO Act,POCSO,True
A655,SC/ST Prevention of Atrocities Act,SC/ST Act,False
A656,Arms Act,Arms Act,True
A657,"Information Technology Act, 2000",IT Act,True
A658,NDPS Act,NDPS,True
A659,NDPS Act,NDPS,True
A660,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A661,POCSO Act,POCSO,True
A662,NDPS Act,NDPS,True
A663,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A664,"Indian Penal Code, 1860",IPC,True
A665,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A666,"Motor Vehicles Act, 1988",MV Act,True
A667,Arms Act,Arms Act,True
A668,"Indian Penal Code, 1860",IPC,True
A669,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A670,"Motor Vehicles Act, 1988",MV Act,False
A671,"Information Technology Act, 2000",IT Act,True
A672,NDPS Act,NDPS,False
A673,POCSO Act,POCSO,True
A674,"Motor Vehicles Act, 1988",MV Act,True
A675,"Indian Penal Code, 1860",IPC,True
A676,POCSO Act,POCSO,True
A677,"Motor Vehicles Act, 1988",MV Act,True
A678,"Motor Vehicles Act, 1988",MV Act,True
A679,"Motor Vehicles Act, 1988",MV Act,True
A680,"Motor Vehicles Act, 1988",MV Act,True
A681,NDPS Act,NDPS,True
A682,"Information Technology Act, 2000",IT Act,True
A683,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A684,POCSO Act,POCSO,True
A685,NDPS Act,NDPS,True
A686,NDPS Act,NDPS,False
A687,"Indian Penal Code, 1860",IPC,True
A688,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A689,"Information Technology Act, 2000",IT Act,True
A690,NDPS Act,NDPS,True
A691,Arms Act,Arms Act,True
A692,Arms Act,Arms Act,True
A693,"Indian Penal Code, 1860",IPC,True
A694,NDPS Act,NDPS,True
A695,"Motor Vehicles Act, 1988",MV Act,True
A696,NDPS Act,NDPS,True
A697,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A698,"Indian Penal Code, 1860",IPC,True
A699,POCSO Act,POCSO,True
A700,NDPS Act,NDPS,True
A701,NDPS Act,NDPS,True
A702,Arms Act,Arms Act,True
A703,"Motor Vehicles Act, 1988",MV Act,True
A704,"Motor Vehicles Act, 1988",MV Act,True
A705,"Information Technology Act, 2000",IT Act,True
A706,"Motor Vehicles Act, 1988",MV Act,True
A707,NDPS Act,NDPS,True
A708,"Motor Vehicles Act, 1988",MV Act,True
A709,"Motor Vehicles Act, 1988",MV Act,True
A710,"Indian Penal Code, 1860",IPC,True
A711,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A712,NDPS Act,NDPS,True
A713,NDPS Act,NDPS,True
A714,"Indian Penal Code, 1860",IPC,True
A715,POCSO Act,POCSO,True
A716,"Information Technology Act, 2000",IT Act,True
A717,POCSO Act,POCSO,True
A718,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A719,Arms Act,Arms Act,True
A720,"Motor Vehicles Act, 1988",MV Act,True
A721,Arms Act,Arms Act,False
A722,Arms Act,Arms Act,True
A723,"Motor Vehicles Act, 1988",MV Act,True
A724,"Motor Vehicles Act, 1988",MV Act,True
A725,"Information Technology Act, 2000",IT Act,True
A726,"Indian Penal Code, 1860",IPC,True
A727,Arms Act,Arms Act,True
A728,"Information Technology Act, 2000",IT Act,True
A729,"Indian Penal Code, 1860",IPC,True
A730,"Indian Penal Code, 1860",IPC,True
A731,NDPS Act,NDPS,False
A732,Arms Act,Arms Act,True
A733,POCSO Act,POCSO,True
A734,"Information Technology Act, 2000",IT Act,True
A735,"Information Technology Act, 2000",IT Act,True
A736,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A737,"Information Technology Act, 2000",IT Act,True
A738,POCSO Act,POCSO,True
A739,"Motor Vehicles Act, 1988",MV Act,True
A740,"Motor Vehicles Act, 1988",MV Act,True
A741,"Indian Penal Code, 1860",IPC,True
A742,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A743,"Motor Vehicles Act, 1988",MV Act,True
A744,"Information Technology Act, 2000",IT Act,True
A745,Arms Act,Arms Act,False
A746,POCSO Act,POCSO,True
A747,"Information Technology Act, 2000",IT Act,True
A748,NDPS Act,NDPS,True
A749,"Indian Penal Code, 1860",IPC,False
A750,POCSO Act,POCSO,True
A751,"Indian Penal Code, 1860",IPC,True
A752,"Information Technology Act, 2000",IT Act,True
A753,Arms Act,Arms Act,True
A754,POCSO Act,POCSO,True
A755,Arms Act,Arms Act,True
A756,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A757,NDPS Act,NDPS,True
A758,Arms Act,Arms Act,True
A759,Arms Act,Arms Act,False
A760,"Indian Penal Code, 1860",IPC,True
A761,POCSO Act,POCSO,True
A762,POCSO Act,POCSO,True
A763,POCSO Act,POCSO,True
A764,"Motor Vehicles Act, 1988",MV Act,True
A765,"Indian Penal Code, 1860",IPC,True
A766,Arms Act,Arms Act,True
A767,"Information Technology Act, 2000",IT Act,True
A768,"Motor Vehicles Act, 1988",MV Act,True
A769,"Motor Vehicles Act, 1988",MV Act,True
A770,"Information Technology Act, 2000",IT Act,True
A771,POCSO Act,POCSO,True
A772,NDPS Act,NDPS,True
A773,NDPS Act,NDPS,True
A774,Arms Act,Arms Act,True
A775,"Indian Penal Code, 1860",IPC,True
A776,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A777,POCSO Act,POCSO,True
A778,NDPS Act,NDPS,True
A779,POCSO Act,POCSO,True
A780,NDPS Act,NDPS,True
A781,"Motor Vehicles Act, 1988",MV Act,True
A782,Arms Act,Arms Act,True
A783,"Motor Vehicles Act, 1988",MV Act,True
A784,NDPS Act,NDPS,True
A785,POCSO Act,POCSO,True
A786,"Information Technology Act, 2000",IT Act,True
A787,Arms Act,Arms Act,True
A788,POCSO Act,POCSO,True
A789,"Information Technology Act, 2000",IT Act,True
A790,"Information Technology Act, 2000",IT Act,True
A791,POCSO Act,POCSO,True
A792,Arms Act,Arms Act,True
A793,"Motor Vehicles Act, 1988",MV Act,False
A794,Arms Act,Arms Act,True
A795,POCSO Act,POCSO,True
A796,"Information Technology Act, 2000",IT Act,True
A797,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A798,NDPS Act,NDPS,True
A799,NDPS Act,NDPS,True
A800,"Information Technology Act, 2000",IT Act,True
A801,Arms Act,Arms Act,True
A802,SC/ST Prevention of Atrocities Act,SC/ST Act,False
A803,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A804,Arms Act,Arms Act,True
A805,"Indian Penal Code, 1860",IPC,True
A806,"Motor Vehicles Act, 1988",MV Act,True
A807,"Information Technology Act, 2000",IT Act,True
A808,"Indian Penal Code, 1860",IPC,True
A809,POCSO Act,POCSO,True
A810,NDPS Act,NDPS,True
A811,"Indian Penal Code, 1860",IPC,True
A812,Arms Act,Arms Act,True
A813,POCSO Act,POCSO,True
A814,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A815,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A816,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A817,"Motor Vehicles Act, 1988",MV Act,True
A818,"Information Technology Act, 2000",IT Act,True
A819,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A820,POCSO Act,POCSO,True
A821,"Information Technology Act, 2000",IT Act,True
A822,"Indian Penal Code, 1860",IPC,True
A823,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A824,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A825,POCSO Act,POCSO,True
A826,Arms Act,Arms Act,True
A827,"Indian Penal Code, 1860",IPC,True
A828,"Motor Vehicles Act, 1988",MV Act,True
A829,"Indian Penal Code, 1860",IPC,True
A830,"Motor Vehicles Act, 1988",MV Act,True
A831,"Motor Vehicles Act, 1988",MV Act,True
A832,"Indian Penal Code, 1860",IPC,True
A833,"Motor Vehicles Act, 1988",MV Act,True
A834,Arms Act,Arms Act,True
A835,"Indian Penal Code, 1860",IPC,True
A836,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A837,POCSO Act,POCSO,True
A838,Arms Act,Arms Act,True
A839,POCSO Act,POCSO,True
A840,"Information Technology Act, 2000",IT Act,True
A841,Arms Act,Arms Act,True
A842,POCSO Act,POCSO,True
A843,POCSO Act,POCSO,True
A844,"Information Technology Act, 2000",IT Act,True
A845,"Motor Vehicles Act, 1988",MV Act,True
A846,"Indian Penal Code, 1860",IPC,True
A847,"Information Technology Act, 2000",IT Act,True
A848,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A849,"Motor Vehicles Act, 1988",MV Act,True
A850,POCSO Act,POCSO,True
A851,"Indian Penal Code, 1860",IPC,True
A852,Arms Act,Arms Act,True
A853,"Motor Vehicles Act, 1988",MV Act,True
A854,"Information Technology Act, 2000",IT Act,True
A855,NDPS Act,NDPS,True
A856,NDPS Act,NDPS,True
A857,"Motor Vehicles Act, 1988",MV Act,True
A858,NDPS Act,NDPS,True
A859,Arms Act,Arms Act,True
A860,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A861,"Indian Penal Code, 1860",IPC,True
A862,"Indian Penal Code, 1860",IPC,True
A863,POCSO Act,POCSO,True
A864,"Indian Penal Code, 1860",IPC,True
A865,"Information Technology Act, 2000",IT Act,True
A866,"Motor Vehicles Act, 1988",MV Act,True
A867,Arms Act,Arms Act,True
A868,NDPS Act,NDPS,True
A869,NDPS Act,NDPS,True
A870,POCSO Act,POCSO,True
A871,"Motor Vehicles Act, 1988",MV Act,False
A872,POCSO Act,POCSO,True
A873,NDPS Act,NDPS,False
A874,Arms Act,Arms Act,True
A875,"Indian Penal Code, 1860",IPC,True
A876,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A877,"Motor Vehicles Act, 1988",MV Act,True
A878,"Information Technology Act, 2000",IT Act,True
A879,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A880,"Motor Vehicles Act, 1988",MV Act,True
A881,NDPS Act,NDPS,True
A882,"Motor Vehicles Act, 1988",MV Act,True
A883,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A884,"Indian Penal Code, 1860",IPC,True
A885,NDPS Act,NDPS,True
A886,NDPS Act,NDPS,True
A887,POCSO Act,POCSO,True
A888,NDPS Act,NDPS,True
A889,"Motor Vehicles Act, 1988",MV Act,True
A890,"Information Technology Act, 2000",IT Act,True
A891,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A892,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A893,"Motor Vehicles Act, 1988",MV Act,True
A894,POCSO Act,POCSO,True
A895,"Motor Vehicles Act, 1988",MV Act,True
A896,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A897,"Indian Penal Code, 1860",IPC,True
A898,POCSO Act,POCSO,True
A899,NDPS Act,NDPS,True
A900,Arms Act,Arms Act,True
A901,"Motor Vehicles Act, 1988",MV Act,True
A902,"Motor Vehicles Act, 1988",MV Act,True
A903,Arms Act,Arms Act,True
A904,Arms Act,Arms Act,True
A905,"Motor Vehicles Act, 1988",MV Act,True
A906,"Motor Vehicles Act, 1988",MV Act,True
A907,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A908,"Indian Penal Code, 1860",IPC,True
A909,"Motor Vehicles Act, 1988",MV Act,True
A910,NDPS Act,NDPS,True
A911,"Motor Vehicles Act, 1988",MV Act,True
A912,"Motor Vehicles Act, 1988",MV Act,False
A913,"Information Technology Act, 2000",IT Act,True
A914,Arms Act,Arms Act,True
A915,"Information Technology Act, 2000",IT Act,True
A916,"Indian Penal Code, 1860",IPC,True
A917,"Motor Vehicles Act, 1988",MV Act,True
A918,"Information Technology Act, 2000",IT Act,True
A919,POCSO Act,POCSO,True
A920,"Motor Vehicles Act, 1988",MV Act,True
A921,Arms Act,Arms Act,True
A922,NDPS Act,NDPS,True
A923,"Motor Vehicles Act, 1988",MV Act,True
A924,"Motor Vehicles Act, 1988",MV Act,True
A925,POCSO Act,POCSO,True
A926,"Motor Vehicles Act, 1988",MV Act,True
A927,NDPS Act,NDPS,True
A928,POCSO Act,POCSO,True
A929,NDPS Act,NDPS,True
A930,Arms Act,Arms Act,True
A931,"Information Technology Act, 2000",IT Act,True
A932,Arms Act,Arms Act,True
A933,NDPS Act,NDPS,True
A934,Arms Act,Arms Act,True
A935,"Indian Penal Code, 1860",IPC,True
A936,Arms Act,Arms Act,True
A937,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A938,Arms Act,Arms Act,True
A939,"Indian Penal Code, 1860",IPC,True
A940,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A941,"Information Technology Act, 2000",IT Act,True
A942,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A943,"Motor Vehicles Act, 1988",MV Act,True
A944,"Information Technology Act, 2000",IT Act,True
A945,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A946,"Indian Penal Code, 1860",IPC,True
A947,NDPS Act,NDPS,True
A948,"Information Technology Act, 2000",IT Act,True
A949,NDPS Act,NDPS,True
A950,"Indian Penal Code, 1860",IPC,True
A951,"Information Technology Act, 2000",IT Act,True
A952,Arms Act,Arms Act,True
A953,"Motor Vehicles Act, 1988",MV Act,True
A954,"Indian Penal Code, 1860",IPC,True
A955,"Indian Penal Code, 1860",IPC,True
A956,"Information Technology Act, 2000",IT Act,True
A957,NDPS Act,NDPS,True
A958,"Information Technology Act, 2000",IT Act,True
A959,Arms Act,Arms Act,True
A960,"Information Technology Act, 2000",IT Act,True
A961,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A962,"Indian Penal Code, 1860",IPC,True
A963,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A964,SC/ST Prevention of Atrocities Act,SC/ST Act,False
A965,"Indian Penal Code, 1860",IPC,True
A966,"Information Technology Act, 2000",IT Act,True
A967,NDPS Act,NDPS,True
A968,"Motor Vehicles Act, 1988",MV Act,True
A969,"Information Technology Act, 2000",IT Act,True
A970,"Indian Penal Code, 1860",IPC,True
A971,"Indian Penal Code, 1860",IPC,True
A972,"Indian Penal Code, 1860",IPC,True
A973,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A974,"Information Technology Act, 2000",IT Act,True
A975,"Information Technology Act, 2000",IT Act,True
A976,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A977,"Indian Penal Code, 1860",IPC,True
A978,"Information Technology Act, 2000",IT Act,True
A979,"Information Technology Act, 2000",IT Act,True
A980,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A981,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A982,"Indian Penal Code, 1860",IPC,True
A983,Arms Act,Arms Act,True
A984,"Indian Penal Code, 1860",IPC,True
A985,Arms Act,Arms Act,True
A986,"Motor Vehicles Act, 1988",MV Act,True
A987,"Motor Vehicles Act, 1988",MV Act,True
A988,POCSO Act,POCSO,True
A989,POCSO Act,POCSO,False
A990,Arms Act,Arms Act,True
A991,"Indian Penal Code, 1860",IPC,False
A992,"Information Technology Act, 2000",IT Act,True
A993,"Motor Vehicles Act, 1988",MV Act,True
A994,"Motor Vehicles Act, 1988",MV Act,True
A995,POCSO Act,POCSO,True
A996,POCSO Act,POCSO,True
A997,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A998,Arms Act,Arms Act,True
A999,Arms Act,Arms Act,True
A1000,"Information Technology Act, 2000",IT Act,True
A1001,"Indian Penal Code, 1860",IPC,True
A1002,"Motor Vehicles Act, 1988",MV Act,True
A1003,"Information Technology Act, 2000",IT Act,True
A1004,NDPS Act,NDPS,True
A1005,"Information Technology Act, 2000",IT Act,True
A1006,"Motor Vehicles Act, 1988",MV Act,True
A1007,NDPS Act,NDPS,True
A1008,"Indian Penal Code, 1860",IPC,True
A1009,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A1010,"Motor Vehicles Act, 1988",MV Act,True
A1011,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A1012,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A1013,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A1014,NDPS Act,NDPS,True
A1015,"Information Technology Act, 2000",IT Act,True
A1016,"Indian Penal Code, 1860",IPC,True
A1017,"Indian Penal Code, 1860",IPC,True
A1018,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A1019,NDPS Act,NDPS,True
A1020,Arms Act,Arms Act,False
A1021,"Indian Penal Code, 1860",IPC,True
A1022,Arms Act,Arms Act,True
A1023,POCSO Act,POCSO,True
A1024,"Motor Vehicles Act, 1988",MV Act,True
A1025,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A1026,"Information Technology Act, 2000",IT Act,True
A1027,"Information Technology Act, 2000",IT Act,True
A1028,"Information Technology Act, 2000",IT Act,True
A1029,"Motor Vehicles Act, 1988",MV Act,True
A1030,NDPS Act,NDPS,True
A1031,"Indian Penal Code, 1860",IPC,True
A1032,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A1033,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A1034,NDPS Act,NDPS,True
A1035,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A1036,"Motor Vehicles Act, 1988",MV Act,True
A1037,Arms Act,Arms Act,True
A1038,"Indian Penal Code, 1860",IPC,True
A1039,Arms Act,Arms Act,True
A1040,Arms Act,Arms Act,True
A1041,"Indian Penal Code, 1860",IPC,True
A1042,"Motor Vehicles Act, 1988",MV Act,True
A1043,"Motor Vehicles Act, 1988",MV Act,True
A1044,"Information Technology Act, 2000",IT Act,True
A1045,"Information Technology Act, 2000",IT Act,True
A1046,Arms Act,Arms Act,True
A1047,NDPS Act,NDPS,True
A1048,"Information Technology Act, 2000",IT Act,True
A1049,NDPS Act,NDPS,True
A1050,NDPS Act,NDPS,True
A1051,POCSO Act,POCSO,True
A1052,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A1053,"Indian Penal Code, 1860",IPC,True
A1054,Arms Act,Arms Act,True
A1055,Arms Act,Arms Act,True
A1056,Arms Act,Arms Act,True
A1057,NDPS Act,NDPS,False
A1058,NDPS Act,NDPS,True
A1059,Arms Act,Arms Act,True
A1060,POCSO Act,POCSO,True
A1061,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A1062,POCSO Act,POCSO,True
A1063,Arms Act,Arms Act,True
A1064,"Information Technology Act, 2000",IT Act,True
A1065,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A1066,"Indian Penal Code, 1860",IPC,True
A1067,"Information Technology Act, 2000",IT Act,True
A1068,Arms Act,Arms Act,True
A1069,"Motor Vehicles Act, 1988",MV Act,True
A1070,Arms Act,Arms Act,True
A1071,NDPS Act,NDPS,True
A1072,NDPS Act,NDPS,True
A1073,POCSO Act,POCSO,True
A1074,Arms Act,Arms Act,False
A1075,Arms Act,Arms Act,True
A1076,"Motor Vehicles Act, 1988",MV Act,True
A1077,POCSO Act,POCSO,True
A1078,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A1079,Arms Act,Arms Act,True
A1080,"Information Technology Act, 2000",IT Act,True
A1081,NDPS Act,NDPS,True
A1082,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A1083,"Motor Vehicles Act, 1988",MV Act,True
A1084,Arms Act,Arms Act,True
A1085,"Information Technology Act, 2000",IT Act,False
A1086,"Motor Vehicles Act, 1988",MV Act,True
A1087,Arms Act,Arms Act,True
A1088,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A1089,Arms Act,Arms Act,True
A1090,NDPS Act,NDPS,True
A1091,Arms Act,Arms Act,True
A1092,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A1093,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A1094,"Motor Vehicles Act, 1988",MV Act,True
A1095,"Motor Vehicles Act, 1988",MV Act,True
A1096,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A1097,"Motor Vehicles Act, 1988",MV Act,True
A1098,"Information Technology Act, 2000",IT Act,True
A1099,"Information Technology Act, 2000",IT Act,True
A1100,"Information Technology Act, 2000",IT Act,True
A1101,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A1102,Arms Act,Arms Act,True
A1103,"Indian Penal Code, 1860",IPC,True
A1104,"Indian Penal Code, 1860",IPC,True
A1105,POCSO Act,POCSO,True
A1106,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A1107,POCSO Act,POCSO,False
A1108,NDPS Act,NDPS,True
A1109,SC/ST Prevention of Atrocities Act,SC/ST Act,False
A1110,"Information Technology Act, 2000",IT Act,True
A1111,"Information Technology Act, 2000",IT Act,True
A1112,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A1113,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A1114,NDPS Act,NDPS,True
A1115,POCSO Act,POCSO,True
A1116,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A1117,NDPS Act,NDPS,True
A1118,NDPS Act,NDPS,True
A1119,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A1120,"Indian Penal Code, 1860",IPC,True
A1121,POCSO Act,POCSO,True
A1122,"Indian Penal Code, 1860",IPC,True
A1123,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A1124,Arms Act,Arms Act,True
A1125,"Indian Penal Code, 1860",IPC,True
A1126,"Information Technology Act, 2000",IT Act,True
A1127,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A1128,"Indian Penal Code, 1860",IPC,True
A1129,SC/ST Prevention of Atrocities Act,SC/ST Act,False
A1130,Arms Act,Arms Act,True
A1131,"Motor Vehicles Act, 1988",MV Act,True
A1132,Arms Act,Arms Act,True
A1133,Arms Act,Arms Act,True
A1134,Arms Act,Arms Act,True
A1135,Arms Act,Arms Act,True
A1136,"Motor Vehicles Act, 1988",MV Act,True
A1137,POCSO Act,POCSO,True
A1138,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A1139,POCSO Act,POCSO,False
A1140,NDPS Act,NDPS,True
A1141,"Information Technology Act, 2000",IT Act,True
A1142,"Information Technology Act, 2000",IT Act,True
A1143,POCSO Act,POCSO,True
A1144,NDPS Act,NDPS,True
A1145,"Information Technology Act, 2000",IT Act,True
A1146,NDPS Act,NDPS,True
A1147,"Indian Penal Code, 1860",IPC,False
A1148,POCSO Act,POCSO,True
A1149,"Indian Penal Code, 1860",IPC,True
A1150,NDPS Act,NDPS,False
A1151,"Indian Penal Code, 1860",IPC,True
A1152,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A1153,"Indian Penal Code, 1860",IPC,True
A1154,"Information Technology Act, 2000",IT Act,True
A1155,"Motor Vehicles Act, 1988",MV Act,True
A1156,NDPS Act,NDPS,True
A1157,NDPS Act,NDPS,True
A1158,POCSO Act,POCSO,True
A1159,"Information Technology Act, 2000",IT Act,True
A1160,"Motor Vehicles Act, 1988",MV Act,True
A1161,"Indian Penal Code, 1860",IPC,True
