relationship_id,citizen_1,citizen_2,relationship_type
REL000665,CID000456,CID001791,Same Bank Account
REL000666,CID001264,CID009856,Same Bank Account
REL000667,CID008625,CID004554,Friend
REL000668,CID003428,CID001215,Money Transfer
REL000669,CID009006,CID003893,Money Transfer
REL000670,CID003172,CID003166,Same Bank Account
REL000671,CID001910,CID006091,Same Vehicle
REL000672,CID002244,CID004928,Same Vehicle
REL000673,CID006474,CID007643,Same Vehicle
REL000674,CID002431,CID005296,Business Partner
REL000675,CID008955,CID006510,Friend
REL000676,CID006001,CID008219,Associate
REL000677,CID001820,CID000948,Same Phone
REL000678,CID006703,CID002914,Business Partner
REL000679,CID004571,CID002513,Associate
REL000680,CID008810,CID001738,Same Vehicle
REL000681,CID004007,CID001051,Gang Member
REL000682,CID006656,CID001267,Gang Member
REL000683,CID009572,CID008549,Business Partner
REL000684,CID006750,CID008778,Money Transfer
REL000685,CID002230,CID009759,Same Phone
REL000686,CID009518,CID009278,Gang Member
REL000687,CID002362,CID003595,Gang Member
REL000688,CID009598,CID007189,Gang Member
REL000689,CID005757,CID005820,Same Vehicle
REL000690,CID004351,CID005696,Associate
REL000691,CID005006,CID007571,Same Vehicle
REL000692,CID001142,CID007567,Associate
REL000693,CID004820,CID000266,Business Partner
REL000694,CID000563,CID007061,Money Transfer
REL000695,CID001565,CID007538,Same Vehicle
REL000696,CID008723,CID005640,Gang Member
REL000697,CID008371,CID007049,Associate
REL000698,CID002021,CID001706,Associate
REL000699,CID009308,CID007323,Same Vehicle
REL000700,CID007008,CID003934,Business Partner
REL000701,CID000884,CID006913,Gang Member
REL000702,CID009969,CID008893,Associate
REL000703,CID008633,CID007231,Business Partner
REL000704,CID003425,CID005384,Brother
REL000705,CID008653,CID007743,Business Partner
REL000706,CID006199,CID007983,Friend
REL000707,CID003568,CID008175,Friend
REL000708,CID005932,CID001740,Same Bank Account
REL000709,CID001700,CID006764,Associate
REL000710,CID006080,CID005822,Brother
REL000711,CID005206,CID004731,Same Vehicle
REL000712,CID009201,CID003462,Friend
REL000713,CID009020,CID002547,Same Bank Account
REL000714,CID004755,CID000023,Brother
REL000715,CID009339,CID008978,Business Partner
REL000716,CID008560,CID001095,Brother
REL000717,CID005579,CID006545,Associate
REL000718,CID009333,CID005068,Associate
REL000719,CID005019,CID007280,Same Vehicle
REL000720,CID003696,CID006373,Brother
REL000721,CID008564,CID009417,Same Bank Account
REL000722,CID001269,CID000304,Same Bank Account
REL000723,CID004847,CID007410,Same Phone
REL000724,CID005933,CID000661,Business Partner
REL000725,CID007411,CID008331,Same Vehicle
REL000726,CID006357,CID000405,Associate
REL000727,CID002065,CID001334,Friend
REL000728,CID009780,CID009348,Same Phone
REL000729,CID004251,CID002576,Same Vehicle
REL000730,CID002624,CID008131,Business Partner
REL000731,CID004103,CID000600,Same Phone
REL000732,CID006484,CID009265,Same Vehicle
REL000733,CID003262,CID007952,Same Vehicle
REL000734,CID009694,CID006042,Money Transfer
REL000735,CID003744,CID008085,Money Transfer
REL000736,CID002762,CID000677,Associate
REL000737,CID003311,CID000356,Business Partner
REL000738,CID003940,CID001193,Brother
REL000739,CID003769,CID007952,Brother
REL000740,CID007006,CID000863,Associate
REL000741,CID007020,CID009876,Same Vehicle
REL000742,CID009377,CID004187,Brother
REL000743,CID000332,CID007998,Gang Member
REL000744,CID007271,CID004670,Business Partner
REL000745,CID007178,CID003096,Business Partner
REL000746,CID001637,CID004124,Same Bank Account
REL000747,CID003089,CID002559,Money Transfer
REL000748,CID007772,CID009067,Same Vehicle
REL000749,CID008600,CID008882,Business Partner
REL000750,CID004133,CID009344,Associate
REL000751,CID002054,CID005211,Associate
REL000752,CID000528,CID003828,Brother
REL000753,CID009880,CID005055,Money Transfer
REL000754,CID009137,CID004454,Money Transfer
REL000755,CID003534,CID000467,Same Phone
REL000756,CID003142,CID008109,Brother
REL000757,CID003862,CID006213,Friend
REL000758,CID004253,CID007512,Brother
REL000759,CID004100,CID003215,Gang Member
REL000760,CID007233,CID005409,Friend
REL000761,CID005982,CID003921,Associate
REL000762,CID001510,CID009496,Friend
REL000763,CID003441,CID003420,Money Transfer
REL000764,CID007575,CID007805,Business Partner
REL000765,CID008570,CID006367,Business Partner
REL000766,CID009982,CID007065,Friend
REL000767,CID000133,CID007312,Same Phone
REL000768,CID007340,CID009616,Brother
REL000769,CID007804,CID006734,Business Partner
REL000770,CID001453,CID001474,Money Transfer
REL000771,CID007596,CID004074,Gang Member
REL000772,CID004163,CID008334,Same Phone
REL000773,CID001317,CID002151,Same Vehicle
REL000774,CID002516,CID003034,Friend
REL000775,CID000533,CID005716,Same Vehicle
REL000776,CID006569,CID007453,Money Transfer
REL000777,CID004488,CID009450,Money Transfer
REL000778,CID006293,CID006180,Business Partner
REL000779,CID006504,CID001661,Same Vehicle
REL000780,CID009696,CID009014,Brother
REL000781,CID009620,CID004776,Same Bank Account
REL000782,CID003912,CID006684,Brother
REL000783,CID009248,CID008234,Same Vehicle
REL000784,CID004785,CID005967,Brother
REL000785,CID007305,CID008259,Friend
REL000786,CID000606,CID000273,Brother
REL000787,CID008741,CID004554,Gang Member
REL000788,CID001238,CID008232,Brother
REL000789,CID002959,CID007826,Associate
REL000790,CID001919,CID008513,Friend
REL000791,CID007429,CID000708,Same Phone
REL000792,CID006382,CID005692,Brother
REL000793,CID005377,CID003419,Gang Member
REL000794,CID001758,CID000276,Same Phone
REL000795,CID002020,CID001795,Friend
REL000796,CID002886,CID004826,Brother
REL000797,CID003256,CID006248,Same Bank Account
REL000798,CID004391,CID003886,Business Partner
REL000799,CID004551,CID000587,Same Bank Account
REL000800,CID007802,CID003389,Same Vehicle
REL000801,CID004530,CID000165,Same Vehicle
REL000802,CID003189,CID007230,Same Vehicle
REL000803,CID008516,CID009737,Business Partner
REL000804,CID009240,CID000889,Gang Member
REL000805,CID002796,CID007721,Money Transfer
REL000806,CID001269,CID002099,Same Vehicle
REL000807,CID002648,CID001407,Money Transfer
REL000808,CID007926,CID000931,Same Phone
REL000809,CID001458,CID004034,Business Partner
REL000810,CID002698,CID001140,Gang Member
REL000811,CID001688,CID002644,Gang Member
REL000812,CID004337,CID009850,Same Bank Account
REL000813,CID007479,CID007512,Money Transfer
REL000814,CID008347,CID006893,Same Phone
REL000815,CID004148,CID006282,Same Phone
REL000816,CID003460,CID003502,Business Partner
REL000817,CID004375,CID002506,Same Vehicle
REL000818,CID006379,CID003553,Business Partner
REL000819,CID004699,CID009432,Business Partner
REL000820,CID002273,CID004032,Same Vehicle
REL000821,CID004733,CID001755,Same Bank Account
REL000822,CID004071,CID008358,Brother
REL000823,CID004603,CID002495,Same Bank Account
REL000824,CID002148,CID001320,Same Phone
REL000825,CID002339,CID009426,Brother
REL000826,CID006752,CID008141,Same Bank Account
REL000827,CID002516,CID003781,Same Bank Account
REL000828,CID004047,CID001998,Brother
REL000829,CID008619,CID008887,Same Phone
REL000830,CID002608,CID004010,Business Partner
REL000831,CID006855,CID000642,Friend
REL000832,CID006028,CID009431,Brother
REL000833,CID006751,CID000551,Same Bank Account
REL000834,CID001117,CID001261,Friend
REL000835,CID005332,CID006317,Business Partner
REL000836,CID000151,CID008985,Friend
REL000837,CID003714,CID005907,Same Vehicle
REL000838,CID009014,CID009555,Same Phone
REL000839,CID001938,CID007431,Same Bank Account
REL000840,CID000924,CID002807,Brother
REL000841,CID001103,CID007978,Associate
REL000842,CID004326,CID000144,Associate
REL000843,CID002642,CID002434,Friend
REL000844,CID001889,CID009664,Same Phone
REL000845,CID006555,CID000921,Money Transfer
REL000846,CID007677,CID001527,Same Bank Account
REL000847,CID002383,CID006020,Money Transfer
REL000848,CID006924,CID004452,Same Bank Account
REL000849,CID003176,CID008269,Money Transfer
REL000850,CID001590,CID007694,Same Vehicle
REL000851,CID005234,CID005036,Associate
REL000852,CID003020,CID001044,Friend
REL000853,CID001805,CID009844,Same Phone
REL000854,CID001142,CID005555,Same Vehicle
REL000855,CID006786,CID000527,Business Partner
REL000856,CID000049,CID005412,Same Vehicle
REL000857,CID003869,CID008654,Gang Member
REL000858,CID000607,CID004817,Same Bank Account
REL000859,CID005128,CID004823,Brother
REL000860,CID001959,CID007133,Brother
REL000861,CID007480,CID008642,Associate
REL000862,CID009750,CID003282,Same Phone
REL000863,CID000274,CID001784,Business Partner
REL000864,CID006835,CID006661,Associate
REL000865,CID003644,CID007277,Brother
REL000866,CID007972,CID003875,Business Partner
REL000867,CID009436,CID006816,Gang Member
REL000868,CID008721,CID003210,Same Bank Account
REL000869,CID007666,CID003914,Business Partner
REL000870,CID007738,CID006379,Brother
REL000871,CID008364,CID000227,Same Vehicle
REL000872,CID003064,CID006382,Brother
REL000873,CID005585,CID009576,Business Partner
REL000874,CID009226,CID001719,Associate
REL000875,CID004726,CID002503,Brother
REL000876,CID007855,CID005324,Same Bank Account
REL000877,CID004470,CID009623,Business Partner
REL000878,CID007514,CID000209,Associate
REL000879,CID005498,CID009996,Same Bank Account
REL000880,CID001920,CID002251,Friend
REL000881,CID000586,CID002316,Same Vehicle
REL000882,CID000708,CID008681,Associate
REL000883,CID004328,CID001467,Money Transfer
REL000884,CID007827,CID002963,Same Vehicle
REL000885,CID002321,CID008760,Same Vehicle
REL000886,CID000838,CID006870,Same Bank Account
REL000887,CID008191,CID003704,Same Bank Account
REL000888,CID005884,CID007915,Business Partner
REL000889,CID000542,CID002207,Money Transfer
REL000890,CID007758,CID008787,Friend
REL000891,CID009875,CID007526,Same Bank Account
REL000892,CID009485,CID000711,Same Bank Account
REL000893,CID003530,CID007827,Same Phone
REL000894,CID003799,CID000790,Business Partner
REL000895,CID000993,CID004037,Business Partner
REL000896,CID006751,CID006130,Associate
REL000897,CID000961,CID006047,Same Phone
REL000898,CID008609,CID000819,Associate
REL000899,CID002676,CID003540,Same Vehicle
REL000900,CID002667,CID003951,Money Transfer
REL000901,CID008706,CID000006,Same Bank Account
REL000902,CID001906,CID002613,Gang Member
REL000903,CID000855,CID006026,Same Phone
REL000904,CID008944,CID007535,Business Partner
REL000905,CID005439,CID001115,Gang Member
REL000906,CID000750,CID004730,Money Transfer
REL000907,CID008095,CID000018,Same Bank Account
REL000908,CID003592,CID009102,Same Phone
REL000909,CID007998,CID005335,Business Partner
REL000910,CID005751,CID003098,Same Bank Account
REL000911,CID007308,CID007547,Friend
REL000912,CID005701,CID000930,Money Transfer
REL000913,CID003422,CID005878,Same Bank Account
REL000914,CID005248,CID007648,Same Bank Account
REL000915,CID001547,CID000458,Associate
REL000916,CID005499,CID006635,Friend
REL000917,CID001245,CID002524,Same Bank Account
REL000918,CID009403,CID006496,Business Partner
REL000919,CID001709,CID003709,Business Partner
REL000920,CID004776,CID009465,Business Partner
REL000921,CID009754,CID005529,Same Bank Account
REL000922,CID007668,CID009262,Same Phone
REL000923,CID005703,CID009024,Gang Member
REL000924,CID006784,CID006582,Brother
REL000925,CID002060,CID005046,Business Partner
REL000926,CID003076,CID003826,Money Transfer
REL000927,CID007339,CID002085,Friend
REL000928,CID000902,CID000328,Same Phone
REL000929,CID008568,CID004357,Brother
REL000930,CID003043,CID000638,Money Transfer
REL000931,CID001836,CID007312,Brother
REL000932,CID003321,CID006419,Friend
REL000933,CID001319,CID006790,Associate
REL000934,CID001915,CID003189,Friend
REL000935,CID005779,CID002720,Money Transfer
REL000936,CID009408,CID001942,Money Transfer
REL000937,CID001641,CID006102,Same Vehicle
REL000938,CID000712,CID008043,Business Partner
REL000939,CID002575,CID001666,Same Phone
REL000940,CID000679,CID005495,Money Transfer
REL000941,CID003967,CID005044,Gang Member
REL000942,CID000110,CID006630,Brother
REL000943,CID001941,CID008851,Brother
REL000944,CID009635,CID008458,Friend
REL000945,CID002683,CID007064,Money Transfer
REL000946,CID009789,CID005258,Gang Member
REL000947,CID009369,CID003031,Friend
REL000948,CID003425,CID005754,Gang Member
REL000949,CID000201,CID009067,Same Bank Account
REL000950,CID007809,CID008003,Friend
REL000951,CID002990,CID002760,Business Partner
REL000952,CID003767,CID006692,Brother
REL000953,CID000369,CID000202,Associate
REL000954,CID002807,CID007833,Gang Member
REL000955,CID002308,CID004124,Associate
REL000956,CID004134,CID006860,Same Phone
REL000957,CID009553,CID005753,Same Vehicle
REL000958,CID002474,CID007559,Brother
REL000959,CID005927,CID007518,Gang Member
REL000960,CID003241,CID001953,Gang Member
REL000961,CID009919,CID006057,Gang Member
REL000962,CID001749,CID007710,Same Phone
REL000963,CID007430,CID002377,Associate
REL000964,CID007689,CID005159,Same Vehicle
REL000965,CID000099,CID001198,Friend
REL000966,CID004507,CID008185,Associate
REL000967,CID006885,CID008762,Same Bank Account
REL000968,CID004701,CID004606,Same Bank Account
REL000969,CID008737,CID007403,Business Partner
REL000970,CID008434,CID002828,Gang Member
REL000971,CID002679,CID005126,Same Bank Account
REL000972,CID008488,CID002453,Same Phone
REL000973,CID008293,CID000367,Same Vehicle
REL000974,CID002490,CID000985,Money Transfer
REL000975,CID008989,CID006748,Same Vehicle
REL000976,CID000732,CID008855,Same Phone
REL000977,CID005947,CID004141,Gang Member
REL000978,CID007243,CID002322,Business Partner
REL000979,CID008141,CID008776,Business Partner
REL000980,CID005960,CID001897,Same Phone
REL000981,CID009240,CID007940,Money Transfer
REL000982,CID007914,CID006778,Brother
REL000983,CID009774,CID009395,Business Partner
REL000984,CID006416,CID000113,Same Bank Account
REL000985,CID008517,CID001959,Same Bank Account
REL000986,CID001854,CID003714,Money Transfer
REL000987,CID005988,CID001931,Same Vehicle
REL000988,CID000166,CID006817,Money Transfer
REL000989,CID006126,CID001219,Gang Member
REL000990,CID002080,CID001456,Money Transfer
REL000991,CID001410,CID007573,Business Partner
REL000992,CID006460,CID000995,Brother
REL000993,CID007987,CID007615,Brother
REL000994,CID009431,CID009110,Same Phone
REL000995,CID004056,CID007771,Money Transfer
REL000996,CID009523,CID007876,Same Phone
REL000997,CID001182,CID008933,Same Bank Account
REL000998,CID000018,CID008898,Money Transfer
REL000999,CID006050,CID002873,Same Vehicle
REL001000,CID003295,CID002859,Same Vehicle
REL001001,CID001085,CID004929,Gang Member
REL001002,CID004203,CID001250,Money Transfer
REL001003,CID008567,CID006282,Friend
REL001004,CID000241,CID001696,Brother
REL001005,CID005574,CID006478,Brother
REL001006,CID004228,CID006087,Brother
REL001007,CID006975,CID001145,Friend
REL001008,CID001180,CID001576,Gang Member
REL001009,CID003254,CID000954,Brother
REL001010,CID008569,CID000968,Business Partner
REL001011,CID001300,CID008010,Associate
REL001012,CID000121,CID002659,Business Partner
REL001013,CID004588,CID009344,Gang Member
REL001014,CID007736,CID003912,Same Vehicle
REL001015,CID006811,CID003673,Associate
REL001016,CID002485,CID003274,Same Bank Account
REL001017,CID008460,CID005774,Friend
REL001018,CID007720,CID003670,Same Vehicle
REL001019,CID009187,CID005619,Gang Member
REL001020,CID002369,CID008754,Business Partner
REL001021,CID001463,CID004010,Same Bank Account
REL001022,CID009693,CID000192,Associate
REL001023,CID003299,CID007881,Same Bank Account
REL001024,CID008962,CID005476,Business Partner
REL001025,CID006002,CID001473,Brother
REL001026,CID001440,CID006308,Brother
REL001027,CID008579,CID005157,Same Phone
REL001028,CID001543,CID004269,Gang Member
REL001029,CID007376,CID007515,Business Partner
REL001030,CID008321,CID005474,Same Phone
REL001031,CID007599,CID002134,Same Bank Account
REL001032,CID001229,CID001286,Brother
REL001033,CID006939,CID002328,Business Partner
REL001034,CID003242,CID004717,Brother
REL001035,CID006268,CID005775,Gang Member
REL001036,CID000893,CID002327,Associate
REL001037,CID005584,CID003783,Same Phone
REL001038,CID009082,CID009792,Same Phone
REL001039,CID005162,CID008433,Same Phone
REL001040,CID005989,CID008248,Money Transfer
REL001041,CID000587,CID005066,Business Partner
REL001042,CID001381,CID003073,Gang Member
REL001043,CID002777,CID007595,Associate
REL001044,CID003077,CID009008,Same Bank Account
REL001045,CID007245,CID005578,Brother
REL001046,CID001686,CID006575,Friend
REL001047,CID001170,CID003906,Same Bank Account
REL001048,CID007062,CID009677,Same Vehicle
REL001049,CID001269,CID000685,Money Transfer
REL001050,CID005550,CID009816,Business Partner
REL001051,CID008386,CID009081,Business Partner
REL001052,CID004110,CID001403,Money Transfer
REL001053,CID007766,CID003699,Same Bank Account
REL001054,CID008738,CID006494,Business Partner
