event_id,case_id,event
TIME000669,CASE000125,Suspect Arrested
TIME000670,CASE000125,Evidence Collected
TIME000671,CASE000125,Complaint Registered
TIME000672,CASE000125,Forensic Report Received
TIME000673,CASE000125,FIR Registered
TIME000674,CASE000125,Charge Sheet Filed
TIME000675,CASE000125,Witness Statement Recorded
TIME000676,CASE000125,Suspect Identified
TIME000677,CASE000126,Suspect Identified
TIME000678,CASE000126,Forensic Report Received
TIME000679,CASE000126,Complaint Registered
TIME000680,CASE000127,Witness Statement Recorded
TIME000681,CASE000127,Complaint Registered
TIME000682,CASE000127,FIR Registered
TIME000683,CASE000127,Evidence Collected
TIME000684,CASE000128,Suspect Arrested
TIME000685,CASE000128,Charge Sheet Filed
TIME000686,CASE000128,Witness Statement Recorded
TIME000687,CASE000128,Suspect Identified
TIME000688,CASE000128,Forensic Report Received
TIME000689,CASE000129,Witness Statement Recorded
TIME000690,CASE000129,Charge Sheet Filed
TIME000691,CASE000129,FIR Registered
TIME000692,CASE000129,Suspect Arrested
TIME000693,CASE000129,Complaint Registered
TIME000694,CASE000129,Forensic Report Received
TIME000695,CASE000129,Evidence Collected
TIME000696,CASE000130,Suspect Arrested
TIME000697,CASE000130,Witness Statement Recorded
TIME000698,CASE000130,Complaint Registered
TIME000699,CASE000131,Evidence Collected
TIME000700,CASE000131,Suspect Arrested
TIME000701,CASE000131,FIR Registered
TIME000702,CASE000132,Suspect Identified
TIME000703,CASE000132,Suspect Arrested
TIME000704,CASE000132,Forensic Report Received
TIME000705,CASE000132,FIR Registered
TIME000706,CASE000132,Evidence Collected
TIME000707,CASE000132,Complaint Registered
TIME000708,CASE000133,Suspect Arrested
TIME000709,CASE000133,FIR Registered
TIME000710,CASE000133,Charge Sheet Filed
TIME000711,CASE000133,Evidence Collected
TIME000712,CASE000133,Forensic Report Received
TIME000713,CASE000133,Complaint Registered
TIME000714,CASE000133,Witness Statement Recorded
TIME000715,CASE000133,Suspect Identified
TIME000716,CASE000134,FIR Registered
TIME000717,CASE000134,Forensic Report Received
TIME000718,CASE000134,Witness Statement Recorded
TIME000719,CASE000135,Forensic Report Received
TIME000720,CASE000135,Complaint Registered
TIME000721,CASE000135,FIR Registered
TIME000722,CASE000135,Witness Statement Recorded
TIME000723,CASE000135,Evidence Collected
TIME000724,CASE000135,Charge Sheet Filed
TIME000725,CASE000136,Suspect Arrested
TIME000726,CASE000136,Charge Sheet Filed
TIME000727,CASE000136,FIR Registered
TIME000728,CASE000136,Complaint Registered
TIME000729,CASE000136,Forensic Report Received
TIME000730,CASE000136,Suspect Identified
TIME000731,CASE000136,Witness Statement Recorded
TIME000732,CASE000136,Evidence Collected
TIME000733,CASE000137,Charge Sheet Filed
TIME000734,CASE000137,Evidence Collected
TIME000735,CASE000137,Forensic Report Received
TIME000736,CASE000137,Suspect Identified
TIME000737,CASE000137,Suspect Arrested
TIME000738,CASE000138,Charge Sheet Filed
TIME000739,CASE000138,FIR Registered
TIME000740,CASE000138,Forensic Report Received
TIME000741,CASE000138,Suspect Identified
TIME000742,CASE000138,Complaint Registered
TIME000743,CASE000138,Witness Statement Recorded
TIME000744,CASE000138,Evidence Collected
TIME000745,CASE000139,FIR Registered
TIME000746,CASE000139,Charge Sheet Filed
TIME000747,CASE000139,Suspect Identified
TIME000748,CASE000139,Evidence Collected
TIME000749,CASE000139,Witness Statement Recorded
TIME000750,CASE000139,Complaint Registered
TIME000751,CASE000139,Suspect Arrested
TIME000752,CASE000139,Forensic Report Received
TIME000753,CASE000140,Suspect Arrested
TIME000754,CASE000140,FIR Registered
TIME000755,CASE000140,Complaint Registered
TIME000756,CASE000140,Witness Statement Recorded
TIME000757,CASE000140,Evidence Collected
TIME000758,CASE000140,Suspect Identified
TIME000759,CASE000140,Charge Sheet Filed
TIME000760,CASE000140,Forensic Report Received
TIME000761,CASE000141,Complaint Registered
TIME000762,CASE000141,Evidence Collected
TIME000763,CASE000141,Forensic Report Received
TIME000764,CASE000141,Charge Sheet Filed
TIME000765,CASE000141,Witness Statement Recorded
TIME000766,CASE000141,Suspect Identified
TIME000767,CASE000141,Suspect Arrested
TIME000768,CASE000141,FIR Registered
TIME000769,CASE000142,Charge Sheet Filed
TIME000770,CASE000142,Suspect Arrested
TIME000771,CASE000142,FIR Registered
TIME000772,CASE000143,Suspect Identified
TIME000773,CASE000143,Evidence Collected
TIME000774,CASE000143,Witness Statement Recorded
TIME000775,CASE000144,Witness Statement Recorded
TIME000776,CASE000144,Suspect Identified
TIME000777,CASE000144,Evidence Collected
TIME000778,CASE000145,Suspect Identified
TIME000779,CASE000145,Complaint Registered
TIME000780,CASE000145,FIR Registered
TIME000781,CASE000146,FIR Registered
TIME000782,CASE000146,Evidence Collected
TIME000783,CASE000146,Complaint Registered
TIME000784,CASE000146,Suspect Identified
TIME000785,CASE000147,Charge Sheet Filed
TIME000786,CASE000147,Complaint Registered
TIME000787,CASE000147,Witness Statement Recorded
TIME000788,CASE000147,FIR Registered
TIME000789,CASE000147,Evidence Collected
TIME000790,CASE000147,Suspect Arrested
TIME000791,CASE000148,Charge Sheet Filed
TIME000792,CASE000148,Evidence Collected
TIME000793,CASE000148,Witness Statement Recorded
TIME000794,CASE000149,Forensic Report Received
TIME000795,CASE000149,Suspect Identified
TIME000796,CASE000149,Charge Sheet Filed
TIME000797,CASE000149,Witness Statement Recorded
TIME000798,CASE000149,Complaint Registered
TIME000799,CASE000149,Suspect Arrested
TIME000800,CASE000149,FIR Registered
TIME000801,CASE000150,Witness Statement Recorded
TIME000802,CASE000150,Evidence Collected
TIME000803,CASE000150,Forensic Report Received
TIME000804,CASE000150,Suspect Arrested
TIME000805,CASE000150,Complaint Registered
TIME000806,CASE000150,Suspect Identified
TIME000807,CASE000150,Charge Sheet Filed
TIME000808,CASE000151,Suspect Identified
TIME000809,CASE000151,Witness Statement Recorded
TIME000810,CASE000151,Evidence Collected
TIME000811,CASE000151,Charge Sheet Filed
TIME000812,CASE000151,FIR Registered
TIME000813,CASE000151,Complaint Registered
TIME000814,CASE000151,Forensic Report Received
TIME000815,CASE000151,Suspect Arrested
TIME000816,CASE000152,Suspect Identified
TIME000817,CASE000152,Forensic Report Received
TIME000818,CASE000152,Evidence Collected
TIME000819,CASE000152,Suspect Arrested
TIME000820,CASE000153,FIR Registered
TIME000821,CASE000153,Complaint Registered
TIME000822,CASE000153,Suspect Identified
TIME000823,CASE000153,Forensic Report Received
TIME000824,CASE000153,Evidence Collected
TIME000825,CASE000154,Complaint Registered
TIME000826,CASE000154,Forensic Report Received
TIME000827,CASE000154,Charge Sheet Filed
TIME000828,CASE000154,Evidence Collected
TIME000829,CASE000154,FIR Registered
TIME000830,CASE000155,Complaint Registered
TIME000831,CASE000155,Witness Statement Recorded
TIME000832,CASE000155,Evidence Collected
TIME000833,CASE000155,Suspect Identified
TIME000834,CASE000155,Suspect Arrested
TIME000835,CASE000155,Charge Sheet Filed
TIME000836,CASE000156,Suspect Identified
TIME000837,CASE000156,FIR Registered
TIME000838,CASE000156,Witness Statement Recorded
TIME000839,CASE000156,Complaint Registered
TIME000840,CASE000156,Evidence Collected
TIME000841,CASE000156,Suspect Arrested
TIME000842,CASE000156,Charge Sheet Filed
TIME000843,CASE000156,Forensic Report Received
TIME000844,CASE000157,Evidence Collected
TIME000845,CASE000157,Suspect Arrested
TIME000846,CASE000157,Suspect Identified
TIME000847,CASE000157,FIR Registered
TIME000848,CASE000157,Complaint Registered
TIME000849,CASE000157,Charge Sheet Filed
TIME000850,CASE000157,Witness Statement Recorded
TIME000851,CASE000157,Forensic Report Received
TIME000852,CASE000158,Suspect Arrested
TIME000853,CASE000158,Evidence Collected
TIME000854,CASE000158,FIR Registered
TIME000855,CASE000159,Evidence Collected
TIME000856,CASE000159,Forensic Report Received
TIME000857,CASE000159,Suspect Identified
TIME000858,CASE000160,Suspect Arrested
TIME000859,CASE000160,Witness Statement Recorded
TIME000860,CASE000160,Forensic Report Received
TIME000861,CASE000160,FIR Registered
TIME000862,CASE000160,Complaint Registered
TIME000863,CASE000160,Evidence Collected
TIME000864,CASE000161,Complaint Registered
TIME000865,CASE000161,Suspect Arrested
TIME000866,CASE000161,FIR Registered
TIME000867,CASE000162,Complaint Registered
TIME000868,CASE000162,Charge Sheet Filed
TIME000869,CASE000162,Suspect Arrested
TIME000870,CASE000162,Witness Statement Recorded
TIME000871,CASE000162,Forensic Report Received
TIME000872,CASE000162,FIR Registered
TIME000873,CASE000162,Evidence Collected
TIME000874,CASE000162,Suspect Identified
TIME000875,CASE000163,Complaint Registered
TIME000876,CASE000163,Witness Statement Recorded
TIME000877,CASE000163,Forensic Report Received
TIME000878,CASE000163,Charge Sheet Filed
TIME000879,CASE000163,Evidence Collected
TIME000880,CASE000163,FIR Registered
TIME000881,CASE000164,FIR Registered
TIME000882,CASE000164,Evidence Collected
TIME000883,CASE000164,Complaint Registered
TIME000884,CASE000164,Forensic Report Received
TIME000885,CASE000164,Suspect Identified
TIME000886,CASE000164,Charge Sheet Filed
TIME000887,CASE000164,Suspect Arrested
TIME000888,CASE000164,Witness Statement Recorded
TIME000889,CASE000165,Charge Sheet Filed
TIME000890,CASE000165,Suspect Identified
TIME000891,CASE000165,Evidence Collected
TIME000892,CASE000165,Forensic Report Received
TIME000893,CASE000166,FIR Registered
TIME000894,CASE000166,Suspect Arrested
TIME000895,CASE000166,Complaint Registered
TIME000896,CASE000167,Suspect Identified
TIME000897,CASE000167,Charge Sheet Filed
TIME000898,CASE000167,Complaint Registered
TIME000899,CASE000167,Evidence Collected
TIME000900,CASE000167,Forensic Report Received
TIME000901,CASE000167,Suspect Arrested
TIME000902,CASE000168,FIR Registered
TIME000903,CASE000168,Complaint Registered
TIME000904,CASE000168,Suspect Identified
TIME000905,CASE000168,Charge Sheet Filed
TIME000906,CASE000168,Forensic Report Received
TIME000907,CASE000168,Witness Statement Recorded
TIME000908,CASE000169,Suspect Identified
TIME000909,CASE000169,Charge Sheet Filed
TIME000910,CASE000169,Complaint Registered
TIME000911,CASE000169,Witness Statement Recorded
TIME000912,CASE000169,FIR Registered
TIME000913,CASE000169,Evidence Collected
TIME000914,CASE000169,Forensic Report Received
TIME000915,CASE000170,Evidence Collected
TIME000916,CASE000170,Suspect Arrested
TIME000917,CASE000170,Complaint Registered
TIME000918,CASE000171,Complaint Registered
TIME000919,CASE000171,Witness Statement Recorded
TIME000920,CASE000171,Suspect Identified
TIME000921,CASE000171,Charge Sheet Filed
TIME000922,CASE000171,Evidence Collected
TIME000923,CASE000171,Suspect Arrested
TIME000924,CASE000171,Forensic Report Received
TIME000925,CASE000171,FIR Registered
TIME000926,CASE000172,Suspect Arrested
TIME000927,CASE000172,Forensic Report Received
TIME000928,CASE000172,Witness Statement Recorded
TIME000929,CASE000172,Suspect Identified
TIME000930,CASE000172,Evidence Collected
TIME000931,CASE000173,FIR Registered
TIME000932,CASE000173,Complaint Registered
TIME000933,CASE000173,Charge Sheet Filed
TIME000934,CASE000173,Forensic Report Received
TIME000935,CASE000173,Evidence Collected
TIME000936,CASE000173,Suspect Identified
TIME000937,CASE000173,Witness Statement Recorded
TIME000938,CASE000173,Suspect Arrested
TIME000939,CASE000174,FIR Registered
TIME000940,CASE000174,Witness Statement Recorded
TIME000941,CASE000174,Complaint Registered
TIME000942,CASE000174,Charge Sheet Filed
TIME000943,CASE000174,Evidence Collected
TIME000944,CASE000174,Forensic Report Received
TIME000945,CASE000174,Suspect Identified
TIME000946,CASE000174,Suspect Arrested
TIME000947,CASE000175,Complaint Registered
TIME000948,CASE000175,Charge Sheet Filed
TIME000949,CASE000175,Suspect Identified
TIME000950,CASE000175,Witness Statement Recorded
TIME000951,CASE000176,Complaint Registered
TIME000952,CASE000176,Witness Statement Recorded
TIME000953,CASE000176,FIR Registered
TIME000954,CASE000176,Suspect Arrested
TIME000955,CASE000176,Charge Sheet Filed
TIME000956,CASE000176,Suspect Identified
TIME000957,CASE000176,Evidence Collected
TIME000958,CASE000176,Forensic Report Received
TIME000959,CASE000177,Suspect Arrested
TIME000960,CASE000177,Witness Statement Recorded
TIME000961,CASE000177,FIR Registered
TIME000962,CASE000177,Suspect Identified
TIME000963,CASE000178,FIR Registered
TIME000964,CASE000178,Evidence Collected
TIME000965,CASE000178,Suspect Identified
TIME000966,CASE000178,Charge Sheet Filed
TIME000967,CASE000178,Suspect Arrested
TIME000968,CASE000178,Complaint Registered
TIME000969,CASE000178,Witness Statement Recorded
TIME000970,CASE000179,FIR Registered
TIME000971,CASE000179,Forensic Report Received
TIME000972,CASE000179,Witness Statement Recorded
TIME000973,CASE000179,Evidence Collected
TIME000974,CASE000179,Suspect Identified
TIME000975,CASE000179,Complaint Registered
TIME000976,CASE000179,Suspect Arrested
TIME000977,CASE000179,Charge Sheet Filed
TIME000978,CASE000180,Charge Sheet Filed
TIME000979,CASE000180,FIR Registered
TIME000980,CASE000180,Witness Statement Recorded
TIME000981,CASE000180,Suspect Identified
TIME000982,CASE000180,Forensic Report Received
TIME000983,CASE000180,Evidence Collected
TIME000984,CASE000180,Complaint Registered
TIME000985,CASE000180,Suspect Arrested
TIME000986,CASE000181,Suspect Identified
TIME000987,CASE000181,FIR Registered
TIME000988,CASE000181,Suspect Arrested
TIME000989,CASE000181,Complaint Registered
TIME000990,CASE000181,Forensic Report Received
TIME000991,CASE000181,Evidence Collected
TIME000992,CASE000181,Charge Sheet Filed
TIME000993,CASE000182,Suspect Arrested
TIME000994,CASE000182,Charge Sheet Filed
TIME000995,CASE000182,Evidence Collected
TIME000996,CASE000182,Witness Statement Recorded
TIME000997,CASE000183,Complaint Registered
TIME000998,CASE000183,Witness Statement Recorded
TIME000999,CASE000183,Suspect Arrested
TIME001000,CASE000183,Suspect Identified
TIME001001,CASE000183,Forensic Report Received
TIME001002,CASE000184,Complaint Registered
TIME001003,CASE000184,Suspect Identified
TIME001004,CASE000184,Charge Sheet Filed
TIME001005,CASE000185,Charge Sheet Filed
TIME001006,CASE000185,Complaint Registered
TIME001007,CASE000185,Forensic Report Received
TIME001008,CASE000185,Witness Statement Recorded
TIME001009,CASE000185,Suspect Arrested
TIME001010,CASE000185,Suspect Identified
TIME001011,CASE000185,Evidence Collected
TIME001012,CASE000186,Witness Statement Recorded
TIME001013,CASE000186,Suspect Identified
TIME001014,CASE000186,Evidence Collected
TIME001015,CASE000187,FIR Registered
TIME001016,CASE000187,Charge Sheet Filed
TIME001017,CASE000187,Complaint Registered
TIME001018,CASE000188,Charge Sheet Filed
TIME001019,CASE000188,Evidence Collected
TIME001020,CASE000188,Complaint Registered
TIME001021,CASE000188,Suspect Arrested
TIME001022,CASE000188,FIR Registered
TIME001023,CASE000188,Witness Statement Recorded
TIME001024,CASE000188,Forensic Report Received
TIME001025,CASE000189,Suspect Arrested
TIME001026,CASE000189,FIR Registered
TIME001027,CASE000189,Complaint Registered
TIME001028,CASE000189,Charge Sheet Filed
TIME001029,CASE000189,Witness Statement Recorded
TIME001030,CASE000190,Witness Statement Recorded
TIME001031,CASE000190,Suspect Identified
TIME001032,CASE000190,Evidence Collected
TIME001033,CASE000190,Forensic Report Received
TIME001034,CASE000190,Suspect Arrested
TIME001035,CASE000190,Charge Sheet Filed
TIME001036,CASE000190,FIR Registered
TIME001037,CASE000190,Complaint Registered
TIME001038,CASE000191,Charge Sheet Filed
TIME001039,CASE000191,Complaint Registered
TIME001040,CASE000191,Evidence Collected
TIME001041,CASE000191,Witness Statement Recorded
TIME001042,CASE000191,Suspect Identified
TIME001043,CASE000192,Evidence Collected
TIME001044,CASE000192,Suspect Arrested
TIME001045,CASE000192,FIR Registered
TIME001046,CASE000192,Forensic Report Received
TIME001047,CASE000192,Charge Sheet Filed
TIME001048,CASE000193,Forensic Report Received
TIME001049,CASE000193,FIR Registered
TIME001050,CASE000193,Evidence Collected
TIME001051,CASE000194,Forensic Report Received
TIME001052,CASE000194,Witness Statement Recorded
TIME001053,CASE000194,Suspect Arrested
TIME001054,CASE000194,Evidence Collected
TIME001055,CASE000194,Suspect Identified
TIME001056,CASE000195,Charge Sheet Filed
TIME001057,CASE000195,Suspect Identified
TIME001058,CASE000195,Evidence Collected
TIME001059,CASE000195,FIR Registered
TIME001060,CASE000195,Forensic Report Received
TIME001061,CASE000196,Suspect Identified
TIME001062,CASE000196,Suspect Arrested
TIME001063,CASE000196,Charge Sheet Filed
TIME001064,CASE000196,Witness Statement Recorded
TIME001065,CASE000197,Witness Statement Recorded
